values	weights
Zoe	2
Eva	2
Franziska	2
Freya	2
Gia	2
Hope	2
Isabella	2
Jane	2
Kaur	2
Lilly	2
Luise	2
Luna	2
Malea	2
Maria	2
Martha	2
Mathilda	2
Mia	2
Theodora	2
Victoria	2
Anh	2
Elisabeth	2
Linh	2
Adelina	1
Adina	1
Adriana	1
Aila	1
Aisha	1
Alaya	1
Alea	1
Alisa	1
Aliyah	1
Allana	1
Alma	1
Alya	1
Amalie	1
Amara	1
Amellie	1
Amina	1
Amira	1
AmĂelie	1
Anastasia	1
Angela	1
Angelie	1
Anh	1
Anissa	1
Anna-Lena	1
Annalena	1
Arelia	1
Aria	1
Arnela	1
Astrid	1
Aurelie	1
Aurora	1
Ayana	1
Ayla	1
Aylin	1
Bao	1
Beatrice	1
Beatris	1
Belange	1
Bella	1
BáşŁo	1
Calea	1
Carolin	1
Cataleya	1
Celeste	1
Charly	1
Chelsea	1
ChloĂ«	1
Christy	1
Clara	1
Cleo	1
Dahlia	1
Dania	1
Daniela	1
Darja	1
Darya	1
Dina	1
Edie	1
Ekaterina	1
Elayne	1
Elea	1
Elen	1
Elenya	1
Eleonora	1
Eliana	1
Elisabeth	1
Elissa	1
Elizaveta	1
Ellen	1
Elli	1
Elly	1
Eman	1
Emeliya	1
Emilya	1
Emmy	1
Eniola	1
Era	1
Eva-Mihaela	1
Eva	1
Evelyn	1
Eyersalem	1
Eyvor	1
Faten	1
Fee	1
Felina	1
Feline	1
Fina	1
Fine	1
Fiona	1
Flora	1
Florabella	1
Francesca-Maria	1
Francesca	1
Freja	1
Freya	1
Frida	1
Frieda	1
Friederike	1
Gerda	1
Gina	1
Godiva	1
Gulfize	1
Gurbani	1
Hailee	1
Hailey-Sophie	1
Hala	1
Hamta	1
Hanni	1
Harnoor	1
Hedi	1
Henriette	1
Hermine	1
Ida	1
Ilvie	1
Ivy	1
Jacqueline	1
Jamila	1
Jannat	1
Jeanne	1
Jelena	1
Jennifer	1
Jessie	1
Jillian	1
Jocy	1
Joey	1
Joleen	1
Kalina	1
Kamdem	1
Kamila	1
Kamy	1
Karina	1
Kasiani	1
Kate	1
Kendra	1
Kim	1
Kimberly	1
Kira	1
Klarissa	1
Kyara	1
Kylie	1
Laila	1
Lailany-Shayen	1
Lamija	1
Lana	1
Larisa	1
Layla	1
Le	1
Leah	1
Leandra	1
Lejla	1
Lelia	1
Lena-Elisabeth	1
Lena	1
Lene	1
Lenya	1
Leyam	1
Leyla-Sophie	1
Lia	1
Lile	1
Lilia	1
Lilian	1
Liliana	1
Lilith	1
Lily	1
Linh	1
Lio	1
Lissy	1
Liv	1
Livia	1
Liwia	1
Lizabeta	1
Lorena	1
Lorraine	1
Lotta	1
Luise	1
Luna	1
Maisam	1
Malena	1
Maliya	1
Margaux	1
Mariam	1
Maribel	1
Marie	1
Marlen	1
Maryam	1
Mayleen	1
Medeia	1
Mehlia	1
Melanie	1
Melia-Melody	1
Mellisa	1
Mia-Celine	1
Mihirimah	1
Mila-Maria	1
Milena	1
Milla	1
Minela	1
Minha	1
Minka	1
Mirabell	1
Mirabella	1
Miranda	1
Miroslawa	1
Mona	1
Monalisa	1
Mysa	1
Nafas	1
Nasrin	1
Nayla	1
Nela	1
Nellina	1
Ngá»Ťc	1
Nicole	1
Nicoletta	1
Nika	1
Nisia	1
Nisreen	1
Noi	1
Nymeria	1
Ophelia	1
Paula-Lisa	1
Paula	1
Penelope	1
Pippa	1
Polly	1
Reginelle	1
Ritaj	1
Romi	1
Romy	1
Ronja	1
Ruby	1
Runa	1
Sabah	1
Sabina	1
Saleha	1
Sally	1
Salwa	1
Sanna	1
Sara	1
Seda	1
Selina	1
Semina	1
Seng	1
Shaden	1
Shana	1
Shani	1
Smilla	1
Sonia	1
Stella	1
Summer	1
Sunny	1
Svea	1
Tabason	1
Talvi	1
Tamara	1
Tara	1
Teodora	1
Thalia	1
Thea	1
Theodora	1
Theresa	1
Thorvi	1
Tilda	1
Tomke	1
Tyra	1
Uma	1
Urszula	1
Vanessa	1
Wanja	1
Yara	1
Yasamin	1
Yella	1
Yuma	1
Yumi	1
Zoey	1
Ada	1
Ahmed	1
Aiubovna	1
Alexandra	1
Alycia	1
Amalia	1
Amira	1
AmĂelie	1
Anastasia	1
Anays	1
Angelika	1
Anh	1
Anika	1
Anna	1
Anneliese	1
Anni	1
Aurelie	1
Bao	1
Belen	1
Charlie	1
Charlott	1
Chi	1
Christiane	1
Cornelia	1
CĂ¤cilia	1
Daisy	1
Diana	1
Dien	1
Dmitrievna	1
Duru	1
Eileen	1
Elaine	1
Elea	1
Elena	1
Elise	1
Emilia	1
Enola	1
Erika	1
Esperanza	1
Esther	1
Evelyn	1
Eyad	1
Fabienne	1
Fatima	1
Felicia	1
Flora	1
Florentina	1
Frieda	1
Fritzi	1
Gabriela	1
Gudrun	1
Gunnel	1
Hannah	1
Hedi	1
Heike-Oluva	1
Helene	1
Helga	1
Hendrikje	1
Hilde	1
Hinata	1
Hoa	1
Hudson	1
Huyen	1
Hyusein	1
Ida	1
Ingrid	1
Ioana	1
Isabel	1
Isabell	1
Iuriivna	1
Ivanova	1
Ivonne	1
Jacqueline	1
Janina	1
Jasmin	1
Jessica	1
Jolie	1
Jolin	1
Josefine	1
Josephin	1
Julita	1
Karlotta	1
Katharina	1
Katrin	1
Krystyna	1
Lea	1
Lee	1
Leia	1
Lena	1
Lia	1
Lida	1
Lieselotte	1
Lilianna	1
Lilo	1
Linn	1
Liz	1
Lotta	1
Louisa	1
Lucia	1
Luzia	1
Madeleine	1
Maja	1
Mali	1
Malia	1
Malin	1
Margot	1
Marianna	1
Marija	1
Marilyn	1
Marina	1
Marleen	1
Merle	1
Milou	1
Monowara	1
Mour	1
Mun	1
Natalie	1
Nelly	1
NguyĂŞn	1
Noemi	1
Noor	1
Nya	1
Otilie	1
Panagiota	1
Pascal	1
Peggy	1
Pepita	1
Pepper	1
Phuong	1
Ruby	1
Sabine	1
Sabrina	1
Samantha	1
Sherry	1
Siliki	1
Silvia	1
Sirus	1
Sofia	1
Sofie	1
Sophia	1
Sophie-Charlotte	1
Stefania	1
Stella	1
Susanne	1
Thu	1
Tuya	1
TĂ¬nh	1
Valentina	1
Valeria	1
Verena-Rose	1
Verena	1
Vy	1
Wiebke	1
Yasmin	1
Yuna	1
Zeetha	1
Ănh	1
Afia	1
An	1
Dagmar	1
Eain	1
Enora	1
Gabriele	1
Heike	1
Ines	1
Ing	1
JĂ¶rdis	1
Katara	1
Kenna	1
Layna	1
MichĂ¨l	1
Monika	1
Nasser	1
Octavia	1
Paris	1
Pauline	1
Regina	1
Tamira	1
Vy	1
Elodie	1
Heidi	1
Maria	1
Sophie	33
Marie	29
Emma	24
Emilia	22
Anna	19
Mia	19
Olivia	19
Maria	19
Charlotte	18
Lea	18
Mila	18
Nora	18
Ida	17
Sophia	17
Luise	17
Lara	16
Charlotte	16
Alma	15
Clara	15
Mira	15
Sophia	15
Ella	14
Mathilda	14
Sara	14
Marie	13
Sophie	13
Elisa	12
Eva	12
Luna	12
Maria	12
Azra	11
Hannah	11
Lena	11
Emilia	11
Ava	10
Emily	10
Lina	10
Luisa	10
Anna	10
Laura	9
Leonie	9
Luise	9
Romy	9
Elisabeth	9
Victoria	9
Cleo	8
Hanna	8
Lilly	8
Medina	8
Paula	8
Sarah	8
Tilda	8
Alexandra	8
Mathilda	8
Marie	8
Elena	7
Elisabeth	7
Helena	7
Isabella	7
Johanna	7
Julia	7
Layan	7
Liya	7
Malia	7
Mariam	7
Maya	7
Milla	7
Mina	7
Nele	7
Zoe	7
Frieda	7
Alina	6
Alva	6
Amalia	6
Amira	6
Carlotta	6
Ela	6
Fatima	6
Frieda	6
Leni	6
Leyla	6
Lia	6
Liv	6
Louisa	6
Malina	6
Marlene	6
Martha	6
Sofia	6
Toni	6
Victoria	6
Yuna	6
Zeynep	6
Ella	6
Johanna	6
Linnea	6
Lou	6
Olivia	6
Elisabeth	6
Alya	5
Amina	5
Anisa	5
Annabell	5
Anouk	5
Antonia	5
Ayla	5
Carla	5
Frida	5
Helen	5
Hilda	5
Ilayda	5
Jannah	5
Jasmin	5
Juna	5
Leah	5
Linda	5
Lisa	5
Livia	5
Lotta	5
Maja	5
Malak	5
Matilda	5
Medine	5
Melina	5
Merle	5
Rhea	5
Alma	5
Amalia	5
Elise	5
Helene	5
Katharina	5
Louise	5
Luisa	5
Mia	5
Rosalie	5
Rose	5
Viktoria	5
Aaliyah	4
Alexandra	4
Amelie	4
Anika	4
Ecrin	4
Elina	4
Elise	4
Elli	4
Freya	4
Hana	4
Helene	4
Ivy	4
Josephine	4
Kaia	4
Kira	4
Layla	4
Lene	4
Liliana	4
Liyah	4
Lou	4
Luana	4
Malea	4
Marla	4
Milena	4
Miriam	4
Nina	4
Nour	4
Rahel	4
Ronja	4
Rosa	4
Rosalie	4
Ruby	4
Samira	4
Tala	4
Wilma	4
Antonia	4
Carlotta	4
Elin	4
Elisa	4
Emma	4
Eva	4
Hannah	4
Helena	4
Isabella	4
Karlotta	4
Lina	4
Linda	4
Matilda	4
Meryem	4
Mila	4
Nur	4
Sofia	4
Vy	4
Ahsen	3
Aischa	3
Alea	3
Amara	3
Amaya	3
Amilia	3
AmĂelie	3
Anastasia	3
Arya	3
Aurelia	3
Aurelie	3
Aylin	3
Bella	3
Cataleya	3
Celin	3
Coco	3
Cosima	3
Diana	3
Dora	3
Edda	3
Eliana	3
Elin	3
Elizabeth	3
Ellie	3
Emilie	3
Emine	3
Erva	3
Esther	3
Evelin	3
Fatma	3
Finja	3
Fiona	3
Flora	3
Fritzi	3
Havin	3
Hedda	3
Hira	3
Isabel	3
Isabelle	3
Jana	3
Julie	3
Khadija	3
Klara	3
Lotte	3
Magdalena	3
Malika	3
Manessa	3
Mara	3
Maryam	3
Melissa	3
Meryem	3
Mika	3
Nilay	3
Nisa	3
Pia	3
Ruth	3
Sahra	3
Selma	3
Stella	3
Sumayyah	3
Talia	3
Talin	3
Thea	3
Valentina	3
Valerie	3
Yaren	3
Yasmin	3
ZĂĽmra	3
Alva	3
Christine	3
Dorothea	3
Elizabeth	3
Evelyn	3
Felicitas	3
Hope	3
Ida	3
Jane	3
Josefine	3
Josephine	3
Julia	3
Lea	3
Linh	3
Lisa	3
Livia	3
Mai	3
Martha	3
Melek	3
Mina	3
Nisa	3
Nour	3
Pauline	3
Rosa	3
Sabine	3
Tabea	3
Vy	3
Zoe	3
Amalia	3
Ariane	3
Maria	3
Sophie	3
Ada	2
Adelina	2
Agnes	2
Alara	2
Alessia	2
Aleyna	2
Aline	2
Alissa	2
Alix	2
Aliya	2
Almira	2
Amal	2
Amar	2
AnaĂŻs	2
Annabel	2
Anne	2
Annika	2
Aria	2
Ariana	2
Arianna	2
Asel	2
Ashley	2
Asiya	2
Asmin	2
Asya	2
Aurora	2
AurĂelie	2
Aya	2
Ayda	2
Ayliz	2
Berfin	2
Binta	2
Bora	2
Cecilia	2
Celia	2
Celine	2
Claire	2
Cora	2
Dalia	2
Daria	2
Defne	2
Delilah	2
Derya	2
Dicle	2
Dilara	2
Dua	2
Eda	2
Eleni	2
Elia	2
Elif	2
Eliz	2
Eliza	2
Ellen	2
Elma	2
Ema	2
Emmy	2
Enna	2
Evin	2
EylĂĽl	2
Felicia	2
Filippa	2
Francesca	2
Gerda	2
Hayat	2
Hazal	2
Heba	2
Huda	2
Ilay	2
Jennifer	2
Jenny	2
Jeta	2
Jolien	2
Jona	2
Juliana	2
Karina	2
Karla	2
Karlotta	2
Kristina	2
Kylie	2
KĂ¤the	2
Laila	2
Lana	2
Larin	2
Larisa	2
Larissa	2
Lejla	2
Leya	2
Liana	2
Lilia	2
Lilli	2
Liora	2
Liyana	2
Lola	2
Lorena	2
Lori	2
Lorin	2
Lucia	2
Lujain	2
Lumi	2
Madeleine	2
Maeve	2
Maila	2
Malka	2
Malou	2
Masa	2
Matea	2
Maxima	2
Mayla	2
Melek	2
Melisa	2
Meliyah	2
Melody	2
Miral	2
Miray	2
Mirna	2
Mona	2
Nadia	2
Naelle	2
Naomi	2
Naya	2
Nayla	2
Nefes	2
Nela	2
Nesrin	2
Nika	2
Niva	2
Noa	2
Noelia	2
Noemi	2
Nola	2
Nura	2
Nyra	2
Ophelia	2
Palina	2
Pauline	2
Penelope	2
Philippa	2
Rahela	2
Ravza	2
Rital	2
Sabah	2
Safiya	2
Sally	2
Selin	2
Selina	2
Sena	2
Sidra	2
Simay	2
Tasnim	2
Una	2
Veda	2
Vera	2
Viktoria	2
Violeta	2
Ylva	2
Yusra	2
Zahra	2
Zahraa	2
Zehra	2
Zofia	2
Zora	2
ZoĂe	2
ZoĂ«	2
Zuri	2
Ada	2
Adile	2
Aleksieva	2
Ali	2
Alice	2
Amal	2
Anh	2
Anita	2
Anne	2
Annelie	2
Anouk	2
Antonie	2
Carla	2
Carolina	2
Catherine	2
Clara	2
Cleo	2
Cristina	2
Ece	2
Ela	2
Eliz	2
Evgenia	2
Fee	2
Filippa	2
Fiona	2
Flora	2
Friederike	2
Hanna	2
Hedi	2
Helen	2
Hermine	2
Hesham	2
Irena	2
Jia	2
Josefina	2
Karolina	2
Kendra	2
Klara	2
Kristina	2
Laetitia	2
Lavin	2
Layla	2
Lena	2
Leonie	2
Lia	2
Lilith	2
Lillian	2
Lilly	2
Liv	2
Liya	2
Lotta	2
Magdalena	2
Malia	2
Malou	2
Manuela	2
Margarete	2
Margret	2
Marleen	2
Marlene	2
Matilde	2
Melody	2
Merle	2
Michaela	2
Mira	2
Nina	2
Philine	2
Romy	2
Ruby	2
Sara	2
Sarah	2
Scarlett	2
Sofie	2
Sultan	2
Susanne	2
Svetlanova	2
Theresa	2
Tilda	2
TĂ˘m	2
Valerie	2
Vera	2
Anh	2
Antonia	2
Charlotte	2
Christine	2
Cornelia	2
Johanna	2
Josephine	2
Magdalena	2
Mohammed	2
Rose	2
Simone	2
Sofia	2
Aasiya	1
Abir	1
Acelya	1
Achmida	1
Adelina-Maria	1
Adelya	1
Adila	1
Adiza	1
Adna	1
Adriana	1
Afife	1
Aicha	1
Aida	1
Aino	1
Aisha	1
Ajla	1
Ajlin	1
AjĹˇa	1
Akira	1
Alaa	1
Alba	1
Aldijana	1
Aleksandra	1
Alena	1
Alfonsina	1
Alia	1
Alice	1
Alicia	1
Alicja	1
Alicya	1
Alima	1
Alisa	1
Alisia	1
Alison	1
Alissia	1
Alita	1
Aliyah	1
Aliye	1
Aliza	1
Alizey	1
Allegra	1
Almina	1
Almira-Eleonora	1
AlmÄ±la	1
Alvina	1
Alyssa	1
AlĂ­z	1
Amabel	1
Amadea	1
Amalia-Lynn	1
Aman	1
Amber	1
Ameli	1
Amelia-Salije	1
Amelia	1
Amelie-Edita	1
Ameliya	1
Amicia	1
Amine	1
Amy	1
AmĂ¨l	1
AmĂelia-Fleur	1
An	1
Ana	1
Anaahita	1
Anabela	1
Anabell	1
Anadya	1
Anais-Maria	1
Anastasija	1
Anays	1
Andreana-Dragica	1
Andreia	1
Anelina	1
Angel	1
Angela	1
Angelina-Hristina	1
Angelina	1
Anh	1
Ani	1
Anna-Maria	1
Annays-Daniela	1
Annia	1
Annie	1
Anoud	1
Antonella	1
Antonina	1
Anuk	1
Anusha	1
Ao	1
Arai	1
Ariadne	1
Ariha	1
Arijana	1
Arina	1
Ariya	1
Arjola	1
Armina	1
ArĂ®n	1
Asa	1
Aseel	1
Asena-Naz	1
Asena	1
Asil	1
AslÄ±han	1
Asma	1
Assia	1
Astrid	1
Athanasia	1
Athena	1
Atika	1
Auguste	1
Aura	1
Ava-Maria	1
Awberry	1
Ayah	1
Ayana	1
Ayarah	1
Aylis	1
Ayra	1
Ayse	1
Ayten	1
Ayzal	1
AyĂ§a	1
AyĹźe	1
AyĹźenur	1
Aziza	1
Azize	1
AĂ®cha	1
AĂŻcha	1
AĂŻssata	1
Bahar	1
Banin	1
Batoul	1
Baya	1
Beatrice	1
Beatrix-Luisa	1
Bela	1
Bente	1
Betiel	1
Beyza	1
Bianka	1
Biljana	1
Blanka	1
Briana	1
Brianna	1
Bruna	1
Buglem	1
Burcin	1
Bushra	1
Cadence	1
Callie	1
Camilla	1
Camille	1
Candela	1
Carla-Loreley	1
Carlina	1
Carolina	1
Caroline	1
Cassia	1
Catarina	1
CecĂ­lia	1
Celine-Marie	1
Ceylin	1
Chana	1
Chance	1
Charlotta	1
Chaya	1
Chizobam	1
Chloe	1
Choice	1
Christabel	1
Christina	1
Cleotilde	1
Clotilde	1
Colombe	1
Cylia	1
Cynthia	1
Dahlia	1
Daisy	1
Dala	1
Dalina-Emylia	1
Daliysha	1
Damaris	1
Dana	1
Danny	1
Dareen	1
Darina	1
Darya	1
Dea	1
Delal	1
Delina	1
Deliya	1
Denisa	1
Denise	1
Destiny	1
Deya	1
Diala	1
Dilay	1
Dominga	1
Donatella	1
Dorothea	1
Dua-Medine	1
Dunja	1
Dunya	1
Duygu	1
DĂˇjĂˇna	1
DĂesirĂee	1
Ebru	1
Ece	1
Eden-Rayn	1
Edith	1
Eila	1
Elaya	1
Elba	1
Elea	1
Eleanor	1
Eleanora	1
Eleonora	1
Eleonore	1
Eleya	1
Elica	1
Eline	1
Elis	1
Elizan	1
Ellanora	1
Elly	1
Ellyna	1
Elmas	1
Elmira	1
Eloghosa	1
Elom	1
Elsa	1
Elvisa	1
Elya	1
Emanuela	1
Emery	1
Emili	1
Emilie-Focher	1
Emilija	1
Emma-Sophie	1
Emmelie	1
Emmi	1
Emy	1
EmĂ­lia	1
Engjellusha	1
Enisa	1
Enissa	1
Enya	1
ErgĂĽlan	1
Erni	1
Esila	1
Esilya	1
Eslem	1
Eslin	1
Eslina	1
Esma	1
EsmĂe	1
Esra	1
Esraa	1
Estella	1
Estrella	1
Eve	1
Evelina	1
Eylem	1
Ezra	1
Ezrah	1
Farah	1
Farial	1
Fatimata	1
Fatoumata	1
Fatuma	1
Fay	1
Fayrouza	1
Felicitas	1
Felina	1
Feride	1
Fevzie	1
Feya	1
Filomena	1
Finny	1
Fleur	1
Florentina	1
Frankie	1
Freja	1
Fria	1
Friederike	1
Gabriela	1
Gabrielle	1
Gala	1
Gardinea	1
Gemma	1
Genrietta	1
Ghada	1
Gia	1
Gifts	1
Gila	1
Gioia	1
Giselle	1
GisĂ¨le-Alessandra	1
Golda	1
Grace	1
Gracie-Lou	1
Gretel	1
Guanlan	1
Gulhanim	1
GĂ¶kĂ§e	1
GĂĽlsĂĽmnur-FatÄ±ma	1
GĂĽnesch	1
GĂĽnsu	1
Ha	1
Hadassa	1
Hadiatu	1
Hafsa	1
Hailey	1
Haizel	1
Haley	1
Halimat	1
Hamdiye	1
Hania	1
Hanife-Melek	1
Hanim	1
Hanin	1
Harriet	1
Hasiba	1
Hathal	1
Hauraa	1
Hava	1
Havva	1
Hayal-Leona	1
Hayal	1
Hazel	1
Hedi	1
Hedwig	1
Hedy	1
Heidi	1
Heike	1
Hellena	1
Helvi	1
Hemma	1
Henriette	1
Hermine	1
Hevi	1
Heviya	1
Hewal	1
Heyv	1
Hilal	1
Hilma	1
Hime-Louise	1
Hind	1
Hira-Ahsen	1
Hiranur	1
Hope	1
Hristiyana	1
HĂĽlya	1
HĂĽma	1
Iasmina	1
Iben	1
Idil	1
Ikra	1
Illa	1
Ilva	1
Ilvy	1
Ilyana	1
Iman	1
Imani	1
Imany	1
Inara	1
Inaya	1
Indiana	1
Indie	1
Ines	1
Insa	1
Inshirah	1
Ioana	1
Ira	1
Irem	1
Irha	1
Isabell	1
Isabella-Ariana	1
Isadora	1
Isatou	1
Ise	1
Isla	1
Islim	1
Isobel	1
Itohan	1
Iva	1
Izabella	1
Ä°kra	1
Ä°lay	1
Jamie-Lynn	1
Jane	1
Janet	1
Jara	1
Jasia	1
Jayla	1
Jaylin	1
Jazmin	1
Jelka	1
Jena	1
Jenin	1
Jenna	1
Jette	1
Jinan	1
Jolanta	1
Jolie	1
Jone	1
Jonna	1
Jonnelle	1
Jora	1
Josefina	1
Josepha	1
JosĂephine	1
Joud	1
Juanna	1
Judith	1
Julina	1
June	1
Juno	1
Kader	1
Kadija	1
Kadzo-Vusha	1
Kaira	1
Kairaluchukwu	1
Kaisa	1
Kaja	1
Kala	1
Kalea	1
Kali	1
Kaliana	1
Kamilla	1
Karolina	1
Kassandra	1
Katarina	1
Katharina	1
Katy	1
Kayan	1
Kayara	1
Kayla-Adasi	1
Kayleigh	1
Kayra-JĂĽlide	1
Kendra	1
Kenza	1
Khadijah	1
Khiuaz	1
Kimberly	1
Kleo	1
Kosma	1
KrĂ­a	1
Kyla	1
Kyra	1
Laily	1
Lalin	1
Lamar	1
Lamis	1
Lamiya	1
Lara-Isabelle	1
Lata	1
Lavin	1
Lawinia	1
Laya	1
Layal	1
Layana	1
Le	1
Leana	1
Leandra	1
Leena	1
Leentje	1
Leevke	1
Leia	1
Leila	1
Leonor	1
Leonora	1
Leou	1
Lexi	1
Leylani	1
Lian	1
Libby	1
Libi	1
Liea	1
Lieke	1
Lien	1
Lieselotte	1
LiesĂel	1
Lilaya	1
Lili	1
Lilian	1
Lillian	1
Lily	1
Lilya	1
Lilyan	1
Lilyana	1
Linn	1
Liri	1
Lissy	1
Livana	1
Liwia	1
Lizzy	1
Lorentina	1
Lorie	1
Lorin-KewĂŞ	1
Lotus	1
Loveleen-Amalia	1
Lovisa	1
LoĂŹse	1
Luca	1
Lucija	1
LucĂ­a	1
Luka	1
Lura	1
Lusi	1
Lya	1
Lyaa	1
Lyana	1
Lysanne	1
LĂeonie	1
LĂŞ-Vy	1
Madeline	1
Madlen	1
Maelenn	1
Magda	1
Mahalet	1
Mahrosch	1
Maida	1
Mailyn	1
Maira	1
Maj	1
Malake	1
Maleka	1
Mali	1
Malie	1
Malin	1
Maliyah	1
Malkia	1
Malu	1
Malwine	1
Malyha	1
Manissa	1
Manon	1
Manushaqe	1
Maram	1
Mare	1
Margareta	1
Margarete	1
Margo	1
Maria-Anaysa	1
Marianna-Sabine	1
Mariella	1
Marike	1
Marinette	1
Mariya	1
Marleigh	1
Marlena	1
Marlie	1
Marnie	1
Marta	1
Martina	1
Mary	1
Marysol	1
Masal	1
Masuma	1
Mathea	1
Mavi	1
Mavis	1
Mayahuel	1
Mayannah	1
Mayar	1
Mayari	1
Maye	1
Mayleen	1
Maylin	1
Mayra	1
Mayssan	1
Medina-Elaya	1
Meesk	1
Melania	1
Meleknur	1
Melia	1
Melin	1
Melinda-Anneliese	1
Melis	1
Mera	1
Merawillia	1
Mercedes	1
Mercy	1
Merjem	1
Merjema	1
Merve	1
Mette	1
Mia-Annalena	1
Mia-Lina	1
Mia-Lynn	1
Mian	1
Michelle	1
Mija	1
Milana	1
Milayne	1
Mileya	1
Milie	1
Mimi	1
Mimma	1
Minerva	1
Minna	1
Minnah-Naz	1
Minu	1
Mirella	1
Mirjana	1
Miroslava	1
Misheel	1
Misu	1
Mitra	1
Mjalta	1
Mohabat	1
Mona-Angel	1
Monalisa	1
Montserrat	1
Morgan	1
Moussa	1
Muchen	1
Mumtas	1
Muntaha	1
Nada	1
Nadeen	1
Nadine	1
Nadja	1
Naemi	1
Nahida	1
Naile	1
Naima	1
Nala	1
Nalani	1
Naledi	1
Naleya	1
Nalu	1
Nancy	1
Narjis	1
Nastia	1
Nayeli	1
Necuda	1
Nehir	1
Nejla	1
Nella	1
Nelliya	1
Nelly-Marleen	1
Neva	1
Nevresa	1
Neyla	1
Nguyen	1
Nia	1
Nicolai	1
Nicole-Melody	1
Nicole	1
Nikolle	1
Nila	1
Nilsu	1
Nisreen	1
Nivin	1
Niya	1
Niyyah	1
Noelle	1
Noemy	1
Noha	1
Nomi	1
Noura	1
Nourah	1
Nova	1
NoĂ«mi	1
Nuriye	1
Nusaybah	1
Nyami	1
Olachukwu	1
Olimpia	1
Olive	1
Oliwia	1
Ona	1
Onalenna	1
Orla	1
Osamudia	1
Osaretin	1
Ottilie	1
Ottoni	1
Patricia-Maria	1
Peace	1
Peniel	1
Penthesilea	1
Pepita	1
Petra	1
Phaedra	1
Phan	1
Pheline	1
Philin	1
Philine	1
PhĆ°Ćˇng	1
Pilin	1
Pippa	1
Precil	1
Prenses	1
Prisca	1
Priya	1
Quinn	1
Raaiqa	1
Raffaella	1
Rafina	1
Raghad	1
Rahat	1
Raisa-Maria	1
Raline	1
Rana	1
Ranaa	1
Randa	1
Rania	1
RaphaĂ«lle	1
Rauya	1
Rawan	1
Raya	1
Rayan	1
Rayana	1
Rayhana	1
Raylin	1
Reem	1
Reema	1
Reilly	1
Reine	1
Rejoice	1
Riddhi	1
Rieda	1
Rima	1
Rina	1
Rodein	1
Rokaya	1
Romanka	1
Romie	1
Rooz	1
Rosalie-Melody	1
Rosy	1
Rouaida	1
Rovhiya	1
Roya	1
Rozalia	1
Rozerin	1
Rubi	1
Rubina	1
Ruby-Milena	1
Rut	1
Ruya	1
RĂ­o	1
RĂłisĂ­n	1
RĂĽya	1
Saanvi	1
Sachi	1
Sadaf	1
Sadji	1
Safina	1
Sahar	1
Saja	1
Saleh	1
Sali	1
Salimata	1
Saliya	1
Salma	1
Saly	1
Sama	1
Samah	1
Samiya	1
Sanaya	1
Sanije	1
Santonela	1
Saran	1
Sare	1
Sarya	1
Satyadharika	1
Sawsan	1
Saya	1
Sayra	1
Scarlett	1
Seher	1
Seinne	1
Selena	1
Semra	1
Senada	1
Senija	1
Serafima	1
Seraphine	1
Seray	1
Serena	1
Serenay	1
Shaima	1
Shamina	1
Sherin	1
Shirin	1
Siara	1
Sibal	1
Sidelya	1
Sienna	1
Sila	1
Simge	1
Sina	1
Sinem	1
Sinika	1
Sirin	1
Skanditha	1
Sladjana	1
Sofija	1
Sofya	1
SofĂ­	1
Soleil	1
Solin	1
Sonya	1
Stanislava	1
Stefania	1
Stefanie	1
Stella-Malia	1
Stephie	1
Stera	1
StĂŞra	1
Subeida	1
Sude	1
Suki	1
Sultane	1
Sumaya	1
Summer	1
Sumorid	1
Sunny	1
Suradik	1
Suri	1
SĂĽreyya	1
Tabea	1
Tabitha	1
Tamara	1
Tamika	1
Tamina	1
Tanvika	1
Tara	1
Tatyana	1
Tchaptchet	1
Teodora	1
Tessa	1
Thalia	1
Thao	1
Theresa	1
ThiĂŞn	1
Thá»‹	1
Tiana	1
Tiara	1
Tilelli	1
Tjara	1
Tolani	1
Tomris-Sultan	1
Torvi	1
Tracy	1
Tran	1
Tuana	1
Vaiana	1
Valerija	1
Verna	1
Veronika	1
Vida	1
Violetta	1
Vita	1
Vittoria	1
Vivien	1
Vlera	1
Wafaa	1
Wally	1
Wanda	1
Wania	1
Wasia	1
Wilhelmine	1
Xelin	1
Xenia	1
Yalda	1
Yaqeen	1
Yasma	1
Yasmina	1
YaĂ«l	1
Yelda	1
Yochebet	1
Yoko	1
Zainab	1
Zara	1
Zaynab	1
Zeinab	1
Zelena	1
Zeliha	1
Zina	1
Zita	1
Zlatka	1
Zoey	1
Zola-Jean	1
Zola	1
Zusana	1
Zuzanna	1
ZĂĽlal	1
ZĂĽleyha	1
Ăi-My	1
Ă‰lise	1
Ă–ykĂĽ	1
Ă–zlem	1
ĂślkĂĽ	1
Ĺžirin	1
Ĺžura	1
Abeline	1
Abubakarovna	1
Adjei	1
Agnes	1
Ai	1
Aijuka	1
Aino	1
Ajoe-Anu	1
Akosua	1
Aksa	1
Akua	1
Alana	1
Alekova	1
Aleksandrovna	1
Alena	1
Alessia	1
Alexia	1
Alexis	1
Alhena	1
Alicia	1
Alicja	1
Alieva	1
Alina	1
Aline	1
Alisa	1
Aliya	1
AlizĂee	1
Alja	1
Almudena	1
Amara	1
Amarilis	1
Amaris	1
Amber	1
Amedeea	1
Amelia	1
Amelie	1
Amely	1
Amina	1
Amine	1
Amiso	1
