values	weights
 Baranowski	649
 Vitt	649
 Hütten	648
 Dippold	647
 Gerst	647
 Andrae	647
 Boettcher	646
 Hirschberger	646
 Frieling	646
 Neudecker	646
 Niebergall	646
 Bachmaier	645
 Queck	645
 Kleimann	644
 Koziol	644
 Weyrauch	643
 Riek	643
 Janisch	643
 Diem	642
 Schillings	642
 Jensch	642
 Jöckel	641
 Meinen	641
 Werz	641
 Urbanski	641
 Stuhr	641
 Volke	640
 Adomeit	640
 Alpers	640
 Heitzmann	639
 Vollert	639
 Kohrs	639
 Habenicht	639
 Horak	639
 Hertle	639
 Eichhorst	639
 Bäßler	639
 Bohner	638
 Krall	638
 Mecklenburg	638
 Lischke	638
 Peifer	637
 Klauser	637
 Ceylan	637
 Freudenberger	637
 Offermanns	637
 Frölich	637
 Erhart	637
 Sträter	636
 Könemann	636
 Bielmeier	636
 Bleck	636
 Föll	636
 Koster	637
 Hauschildt	636
 Greil	636
 Herde	636
 Bezold	635
 Klingner	635
 Faltermeier	635
 Hamer	635
 Uzun	634
 Broda	634
 Volkmar	633
 Bill	633
 Krauter	633
 Köthe	634
 Steinicke	633
 Port	632
 Spitzner	632
 Nikolai	632
 Morlock	632
 Epping	632
 Scherbaum	631
 Hefele	631
 Scherr	630
 Steinhardt	630
 Wieneke	630
 Strohmeyer	630
 Ficker	630
 Liesenfeld	630
 Rüb	629
 Schermer	629
 Hensen	629
 Gass	629
 Schiefelbein	629
 Buttgereit	628
 Schwieger	628
 Amon	628
 Hagmann	628
 Thanner	628
 Göke	628
 Süss	628
 Siebold	627
 Matzen	627
 Masur	627
 Röck	626
 Hoss	626
 Mathis	626
 Mews	626
 Schindel	625
 Kremers	624
 Straßburger	624
 Erkens	624
 Malter	624
 Nonnenmacher	624
 Deinert	624
 Biber	624
 Apitz	624
 Goldammer	624
 Schleifer	623
 Kistler	623
 Nowicki	623
 Schwalb	623
 Jenke	623
 Brockmeyer	623
 Schotte	623
 Greven	621
 Kirste	621
 Bräunig	620
 Jähne	620
 Lohmeyer	620
 Otter	620
 Oelsner	620
 Hemme	620
 Fürstenberg	620
 Küfner	619
 Schneemann	619
 Moses	618
 Yasar	618
 Bungert	618
 Surmann	618
 Mentzel	617
 Alberti	617
 Wilcke	617
 Füssel	617
 Bittermann	617
 Klaes	617
 Kubik	616
 Glöckler	616
 Lüdicke	615
 Stegner	616
 Brammer	615
 Park	615
 Grieb	614
 Straubinger	614
 Fichter	614
 Kesting	614
 Herbers	614
 Steinacker	613
 Peltzer	613
 Ay	615
 Bleich	612
 Thomalla	612
 Depner	612
 Dietzsch	611
 Lauter	611
 Schu	611
 Junghanns	611
 Burckhardt	610
 Dörre	610
 Röttgen	610
 Egbers	610
 Klemens	610
 Horlacher	610
 Marz	610
 Hegner	609
 Zens	609
 Helmers	609
 Klingel	609
 Schmal	608
 Neuhoff	608
 Hagner	608
 Eble	608
 Reinold	607
 Wojciechowski	607
 Hintzen	607
 Krauth	607
 Kovacevic	607
 Tegeler	607
 Sax	606
 Jaspers	606
 Feix	606
 Ehrig	605
 Pokorny	605
 Albus	605
 Stelzner	605
 Gieseke	605
 Eisfeld	605
 Richartz	604
 Gerstmann	604
 Brauckmann	604
 Döscher	604
 Timme	604
 Mathieu	603
 Schirrmeister	603
 Sauerbier	603
 Laubach	603
 Kalweit	603
 Leisner	603
 Fellmann	603
 Schoen	602
 Gottschall	602
 Rothfuß	602
 Biskup	602
 Wied	601
 Plattner	601
 Ahrend	601
 Diebel	600
 Fauth	600
 Klausmann	600
 Ditz	600
 Fassbender	599
 Gimbel	599
 Warneke	599
 Feger	599
 Blanck	599
 Mügge	599
 Bissinger	598
 Mäurer	598
 Evertz	598
 Küffner	598
 Deubel	598
 Strathmann	598
 Lüthje	597
 Pavlovic	597
 Seebauer	597
 Weirauch	597
 Ziebarth	597
 Kocak	597
 Seydel	596
 Luz	596
 Lettau	596
 Kalkbrenner	596
 Jaensch	596
 Brendle	595
 Wehnert	595
 Visser	595
 Riegger	595
 Wohlfart	594
 Hach	594
 Gerster	594
 Kampen	594
 Cieslik	593
 Weisgerber	593
 Michaelsen	593
 Mitterer	593
 Allgeier	592
 Waldherr	592
 Kannenberg	592
 Schlechter	591
 Rix	591
 Kutschera	591
 Schelle	591
 Stöcklein	591
 Oelschläger	591
 Scharfe	591
 Kellerer	590
 Christians	592
 Pagels	590
 Sroka	590
 Höflich	589
 Fingerhut	589
 Mühlberg	589
 Abeln	589
 Theuerkauf	589
 Czekalla	589
 Schönfeldt	589
 Ebermann	588
 Peterson	588
 Mertz	588
 Scheidler	588
 Dresen	588
 Konz	589
 Heisterkamp	588
 Barthold	587
 Schöllhorn	587
 Bednarek	587
 Beste	587
 Effertz	587
 Leue	587
 Hermsen	587
 Lautner	587
 Avci	589
 Eisold	586
 Schnorr	586
 Eigner	586
 Jelinek	585
 Heckert	585
 Stübner	585
 Fritzen	584
 Wurzer	584
 Schmidtchen	584
 Remmel	583
 Giesel	583
 Netzer	583
 Desch	582
 Rüppel	583
 Lensing	582
 Westendorf	581
 Cicek	581
 Halbig	581
 Muhl	581
 Reichard	581
 Magnus	580
 Kreutzmann	579
 Wittstock	579
 Marciniak	579
 Zentner	579
 Klees	579
 Hurst	579
 Röske	578
 Ahlert	578
 Spinner	578
 Gasper	578
 Osterkamp	578
 Herweg	578
 Jörger	578
 Kindt	578
 Besler	578
 Hüller	577
 Mattheis	577
 Flamm	577
 Heintze	577
 Steeg	577
 Nörenberg	576
 Gerecke	576
 Arns	575
 Eiselt	575
 Hölzle	574
 Söll	574
 Görres	574
 Plaumann	574
 Maly	574
 Steinhagen	574
 Baake	574
 Wunderle	573
 Gutberlet	573
 Kordes	573
 Staudacher	572
 Grüber	572
 Bachhuber	572
 Kuchler	571
 Göttel	571
 Wiegandt	571
 Kleinmann	571
 Vey	571
 Lüddecke	571
 Dworschak	571
 Spielvogel	570
 Scholtes	570
 Schedler	570
 Bücher	570
 Prüß	570
 Ströbele	569
 Frantz	569
 Petter	569
 Bernhart	569
 Goedecke	569
 Theissen	569
 Rief	569
 Schuchmann	568
 Metze	568
 Austermann	568
 Brücher	568
 Kunzelmann	568
 Hajek	568
 Spiess	568
 Tille	568
 Kamphausen	569
 Hövelmann	567
 Büdenbender	567
 Fuss	567
 Schmeer	567
 Diedrichs	567
 Hayn	566
 Petersohn	566
 Gugel	566
 Uhle	566
 Conradt	566
 Rohland	566
 Kaltwasser	566
 Rieckmann	566
 Schieder	565
 Schlicker	565
 Meyerhoff	565
 Kozlowski	565
 Bergs	565
 Kerstan	565
 Kammel	565
 Scholtz	565
 Erdem	564
 Heidmann	564
 Brünjes	564
 Hüfner	564
 Löb	564
 Stammer	564
 Schöberl	564
 Schmitter	564
 Spring	564
 Fabry	563
 Gayer	563
 Steeger	563
 Marxen	563
 Osthoff	562
 Tomczak	562
 Bohnen	562
 Lautenbach	562
 Werning	562
 Klauß	562
 Gail	562
 Gasser	561
 Brämer	561
 Witting	561
 Maierhofer	561
 Klemenz	561
 Allmendinger	561
 Sauerborn	563
 Rainer	561
 Schöfer	561
 Neuß	561
 Schwertfeger	560
 Precht	560
 Bold	560
 Kahraman	561
 Denzel	560
 Knöll	560
 Höhmann	560
 Schirm	559
 Enderlein	559
 Amelung	559
 Loosen	558
 Bongard	558
 Weihs	558
 Mertel	558
 Rempe	558
 Mense	557
 Ahl	557
 Knape	557
 Stahlhut	557
 Eilert	557
 Dücker	557
 Augenstein	557
 Steinhilber	556
 Tegtmeyer	556
 Cinar	558
 Hemmerich	556
 Bart	556
 Franze	555
 Kümmerle	555
 Chmielewski	555
 Tietje	554
 Berges	554
 Püttmann	554
 Steinecke	554
 Jähn	554
 Zörner	554
 de Buhr	554
 Seelbach	554
 Weickert	554
 Mühlhausen	553
 Vogelmann	553
 Güngör	553
 Bednarz	552
 Haferkamp	552
 Lautenschlager	552
 Lütje	552
 Dehnert	551
 Yigit	551
 Feldt	551
 Stegmüller	551
 Eidam	551
 Dieck	551
 Ehrler	551
 Dreßen	551
 Stähler	551
 Hänisch	550
 Zender	550
 Fricker	550
 Schröck	550
 Hamburger	550
 Wahlers	549
 Becherer	549
 Sanchez	549
 Trabert	549
 Hankel	549
 Meins	549
 Schindele	548
 Seefried	548
 Grawe	547
 Sönmez	547
 Eicke	547
 Blaha	547
 Kühle	546
 Schnier	546
 Barthelmes	546
 Liebel	545
 Wirths	545
 Priester	545
 Schwarte	545
 Göbbels	545
 Mittelbach	545
 Vester	545
 Hanser	544
 Lahmann	544
 Claaßen	544
 Hellriegel	543
 Klinkert	543
 Dams	542
 Deniz	549
 Schlindwein	542
 Fabricius	542
 Demirel	542
 Düwel	542
 Benndorf	542
 Holze	542
 Siebers	542
 Heidorn	541
 Faltin	540
 Lais	539
 Wefers	539
 Gutbrod	538
 Pfahl	538
 Meininger	538
 Dursun	538
 Neudeck	538
 Jaeckel	538
 Stanzel	538
 Lemme	538
 Hofacker	538
 Schaeffer	537
 Röver	537
 Langheinrich	537
 Brehme	537
 Köhnen	537
 Erl	537
 Krauskopf	537
 Wilm	536
 Tessmer	536
 Völler	536
 Linse	536
 Huke	536
 Steudel	536
 Henkes	536
 Hoth	535
 Fein	535
 Sohns	535
 Halbritter	535
 Lüers	535
 Lehrmann	535
 Kannengießer	535
 Reitinger	534
 Malcher	534
 Thalhammer	534
 Layer	534
 Köther	534
 Lehnhardt	534
 Handschuh	534
 Netz	533
 Ronge	533
 Kovac	533
 Dehner	532
 Buscher	532
 Taylor	532
 Kemnitz	532
 Steinbrink	532
 Rohwedder	531
 Quednau	531
 Winterhalter	530
 Lurz	530
 Tripp	530
 Möhler	530
 Luthardt	530
 Genc	530
 Bartholomäus	530
 Pörtner	529
 Haferkorn	529
 Langlotz	529
 Nier	529
 Kaulfuß	529
 Lamparter	529
 Schlager	529
 Duman	528
 Rotermund	528
 Reithmeier	528
 Haucke	528
 Eppinger	528
 Tas	528
 Keiser	528
 Siebrecht	528
 Bertels	527
 Cakmak	527
 Kimmig	527
 Sölter	527
 Heiner	527
 Hanschke	527
 Raber	527
 Niendorf	526
 Nölke	526
 Lämmle	526
 Zimmerling	526
 Burghard	527
 Krautwurst	526
 Bernt	526
 Kather	525
 Nawroth	525
 Micheel	525
 Lund	525
 Wenderoth	525
 Riehm	525
 Cengiz	526
 Menk	524
 Diepold	524
 Borcherding	524
 Michalek	524
 Hoos	524
 Harting	524
 Frommann	524
 Osman	523
 Nieland	523
 Hainke	523
 Biersack	523
 Wiesen	523
 Schlottmann	523
 Mittler	522
 Wiegert	522
 Petzoldt	522
 Bogdan	522
 Sämann	522
 Altun	523
 Artz	523
 Bauknecht	522
 Sobottka	522
 Ebers	521
 Kimmerle	521
 Graber	521
 Fiebiger	521
 Boß	521
 Schicker	521
 Hogrefe	520
 Liesegang	520
 Duran	522
 Riebel	520
 Pitzer	519
 Janda	519
 Buth	519
 Meincke	519
 West	519
 de Boer	519
 Ambrosius	518
 Remy	518
 Narr	518
 Kaczmarczyk	518
 Minor	518
 Rüttgers	518
 Heininger	518
 Friederichs	518
 Saile	518
 Schwaab	518
 Michelsen	517
 Sütterlin	517
 Windmüller	517
 Himmelreich	519
 Schenck	517
 Faustmann	517
 Behncke	517
 Drießen	516
 Trippel	516
 Reinl	516
 Meyers	516
 Burchard	516
 Geers	516
 Salz	516
 Davids	515
 Schobert	515
 Böttinger	515
 Reising	515
 Holzmüller	515
 Zenger	515
 Schwendemann	514
 Weich	514
 Hauch	514
 Angele	514
 Kunisch	514
 Reichhardt	513
 Pförtner	513
 Basten	513
 Gaertner	513
 Morath	513
 Röhricht	513
 Weißgerber	513
 Blattner	513
 Hirte	512
 Guntermann	512
 Seiferth	511
 Kneißl	511
 Fahrenholz	511
 Thewes	511
 Hauffe	511
 Fach	511
 Lock	511
 Nitzschke	510
 Egle	510
 Markl	510
 Stellmach	510
 Schaufler	510
 Schilder	509
 Hammermeister	509
 Grigoleit	509
 Sikorski	509
 Kopietz	509
 Leier	509
 Justen	508
 Rimkus	508
 Wahlen	508
 Beyerlein	508
 Neukirchen	507
 Köber	507
 Wallbaum	507
 Nuß	507
 Trier	507
 Green	507
 Gläßer	507
 Seip	506
 Jungk	506
 Wasser	506
 Benedix	506
 Finken	506
 Knieling	506
 Kohlmeyer	506
 Trappe	506
 Ucar	506
 Gehringer	506
 Löhnert	506
 Wittrock	505
 Brinkmeier	505
 Lühring	505
 Steuber	505
 Gehlhaar	505
 Gabor	505
 Penz	504
 Göppel	504
 Dörfel	504
 Ricker	504
 Grübel	504
 Müllner	503
 Röcker	503
 Golombek	503
 Wittler	503
 Lins	503
 Grunenberg	503
 Wurth	503
 Waldner	503
 Claassen	503
 Klusmann	502
 Schieck	502
 Kuhnle	502
 Kohlmeier	502
 Anke	501
 Salamon	501
 Reinwald	501
 Menn	501
 Melchers	500
 Detering	500
 Linner	500
 Hövel	500
 Dammer	500
 Scherm	500
 Joosten	500
 Seelmann	500
 Reuss	500
 Konradi	500
 Mölders	500
 Lösel	499
 Pöppel	500
 Lütz	499
 Mühlmann	499
 Kronenberger	499
 Brücker	499
 Bakker	499
 Werther	499
 Henneke	498
 Ruppelt	498
 Schlegelmilch	498
 Funken	497
 Gündüz	497
 Wenzlaff	497
 Nietsch	497
 Schönknecht	497
 Mauerer	497
 Bringmann	497
 Finster	497
 Burghart	497
 Hörster	497
 Maurus	496
 Könen	496
 Fischl	496
 Brosius	496
 Duschek	496
 Konietzny	496
 Fay	496
 Smit	495
 Siegemund	495
 Oettel	495
 Klima	495
 Weidler	495
 Kaminsky	495
 Jens	495
 Balser	494
 Hübert	494
 Stanek	494
 Krautz	494
 Raisch	493
 Walzer	493
 Arzt	493
 Bäuerlein	493
 Hermsdorf	493
 Preuße	493
 Pfahler	492
 Materne	492
 Pfützner	492
 Paulmann	492
 Niggemeier	492
 Preußner	492
 Steinweg	492
 Amling	492
 Grüne	491
 Akin	491
 Grieshaber	491
 Strate	491
 Opper	491
 Rosenbusch	491
 Wiggers	491
 Obermayer	491
 Klever	491
 Ehrke	491
 Nicolay	490
 Hölz	490
 Hampl	490
 Hoeft	490
 Brügge	490
 Schiek	489
 Weigold	489
 Kimmich	489
 Riedle	489
 Nachtmann	489
 Widmer	489
 Heidtmann	489
 Sartorius	489
 Droll	489
 Ostmann	489
 Ungerer	489
 Feindt	488
 Schnepel	488
 Riechmann	488
 Mauermann	488
 Haumann	488
 Endreß	488
 Siemes	488
 Kleinwächter	487
 Fichte	487
 Rörig	487
 Neuer	487
 Birkenstock	487
 Claas	486
 Bruhns	486
 Bockholt	486
 Bartosch	486
 Faißt	486
 Göb	486
 Collet	486
 Eisenhuth	486
 Haring	486
 Sitte	486
 Leiß	485
 Habermehl	485
 Daschner	485
 Schäper	485
 Derks	484
 Novotny	484
 Schachtner	484
 Wohlleben	484
 Loewe	484
 Bitz	484
 Mittendorf	484
 Lauth	483
 Berends	483
 Weyland	484
 Sonnabend	483
 Perez	483
 Papst	482
 Schach	482
 Richarz	482
 Grigo	482
 Hefner	482
 Braunschweig	482
 Schwarzenberger	481
 Büch	481
 Wojcik	481
 Brendler	481
 Ginter	480
 Colak	480
 Wollenhaupt	480
 Bargmann	480
 Bethmann	480
 Ising	480
 Herberger	479
 Staudenmaier	479
 Gehr	479
 Willmes	479
 Schöttle	479
 Juchem	479
 Siebenhaar	479
 Spaniol	479
 Brodowski	478
 Fäth	478
 Stahlmann	478
 Lüpke	478
 Mauser	478
 Cox	478
 Bartusch	477
 Oetken	477
 Benedikt	477
 Behring	477
 Johanning	478
 Kobus	477
 Bäurle	477
 Gutschmidt	476
 Metternich	476
 Ringler	476
 Zirngibl	476
 Kuhlemann	476
 Zenz	476
 Kaspers	476
 Türke	476
 Rehberger	476
 Wilson	476
 Höfs	476
 Hentschke	475
 Nieß	475
 Richters	475
 Hölter	475
 Milke	475
 Bertling	475
 Schnittker	474
 Hassan	474
 Marcus	475
 Bornmann	474
 Mittermaier	474
 Schmidhuber	474
 Dudda	474
 Hemmann	474
 Glasmacher	473
 Hambach	473
 Geisen	473
 Kühnemund	473
 Spreng	473
 Lindt	473
 Koltermann	473
 Brinckmann	473
 Iser	473
 Kindel	472
 Peiffer	472
 Waldvogel	472
 Ohnesorge	472
 Kies	472
 Hofrichter	472
 Görgens	471
 Frantzen	471
 Karatas	472
 Bohnenkamp	471
 Neuburger	471
 Vogeler	471
 Hose	471
 Schicke	471
 Uhlich	470
 Dietsche	470
 Benzinger	470
 Grab	470
 Klöcker	470
 Garbers	470
 Schönenberg	470
 Brocke	470
 Walcher	470
 Rolfs	470
 Oetjen	469
 Mackert	469
 Damerow	470
 Meschede	469
 Bodden	468
 Kneisel	468
 Clauss	468
 Brünner	468
 Gimpel	468
 Kittelmann	468
 Himmelmann	467
 Heidkamp	467
 Fester	467
 Rühling	467
 Eichenauer	467
 Büsch	466
 Wolny	466
 Bertz	466
 Alkan	466
 Bachl	466
 Stauder	465
 Hegmann	465
 Cetinkaya	467
 Gerding	465
 Fichtel	465
 Nickels	465
 Arntz	465
 Mutlu	466
 Riecke	464
 Krol	464
 Ostermaier	464
 Kowal	464
 Roggenbuck	464
 Niesen	463
 Feyerabend	463
 Habich	463
 Rahner	463
 Ebbing	463
 Rothmund	463
 Seide	463
 Balci	463
 Everding	463
 Leuthold	467
 Weckerle	463
 Follmann	462
 Heising	462
 Vitzthum	462
 Maciejewski	463
 Adolphs	462
 Dreisbach	462
 Alsleben	462
 Hoh	461
 Heublein	461
 Nicklaus	461
 Brückl	461
 Nolde	461
 Frankenberg	461
 Weinhardt	461
 Puff	461
 Wiegers	460
 Evert	460
 Niedermayer	460
 Tegethoff	460
 Mühleisen	459
 Schnabl	459
 Durmus	459
 Zündorf	459
 Linhart	459
 Pfirrmann	459
 Achterberg	459
 Kücük	459
 Tischner	459
 Eisinger	459
 Düvel	458
 Schellhase	458
 Pauer	458
 Thaller	458
 Mehrtens	458
 Woltering	458
 Wingert	458
 Schräder	458
 Schmalzl	457
 Zanker	457
 Sonnleitner	457
 Poppen	457
 Henneberger	457
 Pavel	457
 Schaum	457
 Leidel	457
 Kusterer	457
 Grabner	457
 Dütsch	457
 Levin	456
 Jöhnk	456
 Lorbeer	456
 Gutzmann	456
 Benzing	456
 Borges	456
 Lichtenberger	456
 Engelen	456
 Straßburg	455
 Weigmann	455
 Szameitat	455
 Wicklein	455
 Helmecke	455
 Altvater	455
 Bas	455
 Schweikart	455
 Stephani	455
 Ortwein	454
 Listl	454
 Junger	454
 Weidauer	454
 Holzschuh	454
 Drexl	454
 Schwitalla	454
 Rothweiler	454
 Schleyer	454
 Trautvetter	454
 Beth	453
 Klimmek	453
 Pfitzer	453
 Breitwieser	453
 Goetze	454
 Gümüs	453
 Reise	453
 Dörfer	453
 Haut	453
 Blöchl	453
 Schlich	453
 Luttmann	453
 Weißhaar	452
 Struckmeier	452
 Smidt	452
 Köhnlein	452
 Himmler	452
 Körfer	451
 Rettinger	451
 Lienert	451
 Feicht	451
 Bieder	451
 Asam	451
 Poloczek	450
 Foitzik	450
 Engelhart	450
 Dettmar	450
 Wolfer	450
 Hitz	450
 Heermann	450
 Cerny	450
 Feuchter	450
 Hahmann	450
 Lämmel	450
 Lammel	449
 Esposito	449
 Schmidtmann	449
 Bektas	449
 Bumann	449
 Koops	449
 Schuld	449
 Buhlmann	449
 Waßmuth	449
 Weisbrod	448
 Hentze	448
 Pfalzgraf	448
 Schrey	448
 Hensler	447
 Göttert	447
 Unterberg	447
 Thumann	447
 Heinzl	447
 Thalheim	447
 Borchard	447
 Herbertz	447
 Schwarzmeier	446
 Berendes	446
 Penzel	446
 Lohrer	446
 Moosbauer	446
 Niedermeyer	446
 Dambacher	446
 Albayrak	446
 Geil	446
 Naujokat	446
 Coban	446
 Stengl	446
 Zacherl	446
 Hanses	446
 Wulfert	445
 Dorfner	445
 Aksu	445
 Seifarth	445
 Häffner	445
 Gallo	445
 Lengert	445
 Isermann	445
 Benda	445
 Nowacki	444
 Nowitzki	444
 Schlageter	444
 Kräuter	444
 Sterk	444
 Göcke	444
 Fluck	444
 Schmelzle	444
 Dupont	443
 Angermeier	443
 Burchert	443
 Maassen	443
 Gerards	443
 Kuhrt	443
 Seck	443
 Baas	442
 Burgert	442
 Kühnlein	442
 Gronwald	442
 Hutmacher	442
 Lütke	442
 Petrasch	442
 Schätz	442
 Eichelmann	442
 Strubel	442
 Tanner	441
 Martel	441
 Helmert	441
 Hainz	441
 Vinke	441
 Heße	441
 Wies	441
 Hüttel	441
 Kugelmann	441
 Reinig	441
 Heiderich	440
 Haacke	440
 Remmele	440
 Quick	440
 Kowollik	440
 Klaassen	439
 Bayerlein	439
 Bartke	439
 Struckmann	439
 Woller	439
 Trummer	439
 Tittmann	439
 Nimz	439
 Grünhagen	439
 Dummer	439
 Kuster	439
 Berz	439
 Ludwigs	438
 Eroglu	439
 Stahlschmidt	438
 Häußer	438
 Hofheinz	438
 Deschner	438
 Loew	438
 Schwickert	438
 Yaman	437
 Geiler	437
 Martensen	437
 Stenglein	437
 Herting	437
 Ströhlein	436
 Rösener	436
 Böhnlein	436
 Scheper	436
 Sellner	436
 Görlach	436
 Rohrmoser	437
 Rossi	436
 Kaster	436
 Pfab	436
 Löwenstein	435
 Elsäßer	435
 Winzen	435
 Fleige	435
 Ebbers	435
 Kiechle	435
 Redecker	435
 Götzinger	435
 Steurer	434
 Bergbauer	434
 Biallas	434
 Häussler	434
 Tasche	434
 Karakus	434
 Stelzl	434
 Löchel	435
 Kroiß	434
 Wolfgramm	434
 Rathgeb	434
 Kolar	434
 Warnken	434
 Marggraf	434
 Hann	433
 Jantz	433
 Kaspari	433
 Olthoff	433
 Hieronymus	433
 Offergeld	433
 Keser	433
 Kerst	433
 Lichtblau	433
 Kamper	433
 Krafczyk	433
 Bitterlich	433
 Tomaszewski	433
 Paustian	432
 Viehweger	432
 Lorentz	432
 Demski	432
 Schönleber	432
 Specker	432
 Pelster	432
 Böhne	432
 Rosch	432
 Eichwald	432
 Rimbach	432
 Quadt	432
 Rühlemann	432
 Köberle	432
 Krahmer	432
 Knörr	432
 Anthes	431
 Ungar	431
 Höfle	431
 Gaß	431
 Klußmann	431
 Soller	430
 Riedmüller	430
 Eichberger	430
 Deeken	430
 Rindfleisch	430
 Schlichter	430
 Hauth	430
 Matthäi	430
 Grigat	430
 Turner	429
 Schomann	429
 Rickmann	429
 Lack	429
 Hämmerling	429
 Mustafa	429
 Schlesiger	429
 Lederle	429
 Norden	428
 Wetzstein	428
 Teßmann	431
 Detlefsen	428
 Friedlein	428
 Zingler	428
 Romano	428
 Spiegler	428
 Weishäupl	427
 Wucherpfennig	427
 Gumpert	427
 Pistorius	427
 Bose	426
 Schlie	426
 Ertelt	426
 Sawitzki	425
 Löhner	425
 Lamberty	425
 Heilmeier	425
 Wickel	425
 Wessely	425
 Battermann	425
 Manhart	425
 Dahlem	425
 Scherb	425
 Brod	425
 Stump	424
 Hennrich	424
 Jörgens	424
 Guggemos	424
 Wienhold	424
 Jungermann	424
 Wötzel	424
 Pittner	424
 Unglaub	424
 Urbaniak	424
 Negele	424
 Merkert	424
 Silber	424
 Grub	424
 Hillesheim	423
 Thees	423
 Tessmann	423
 Keilbach	423
 Wilkes	423
 Erol	423
 Pankoke	423
 Cremers	423
 Baßler	422
 Haan	422
 Harmsen	422
 Maresch	422
 Ivanov	422
 Tiedt	422
 Butter	422
 Groeger	422
 Neumair	422
 Reining	422
 Gerkens	422
 Klinker	421
 Heinold	421
 Schwarzwälder	421
 Frommer	421
 Romeike	421
 Hackert	421
 Lohoff	421
 Bergler	421
 Kazmierczak	421
 Dornieden	421
 Reichwein	421
 Gronewold	420
 Schöffler	420
 Hanft	420
 Olbert	420
 Kühnen	420
 Teubert	420
 Bähre	420
 Oesterreich	420
 Maak	420
 Thiess	420
 Baehr	420
 Greco	419
 Wicker	419
 Fehrenbacher	419
 Hemmersbach	419
 Franzmann	419
 Rasmussen	419
 Eren	420
 Ditzel	419
 Stahmer	418
 Niklaus	418
 Domann	418
 Kumar	419
 Hillebrandt	418
 Niggl	418
 Kerschbaum	418
 Hollweck	418
 Reifschneider	418
 Ledermann	418
 Schlipf	418
 Mahlberg	418
 Kauf	417
 Jöst	417
 Schwöbel	417
 Stoldt	417
 Ellwanger	417
 Lehne	417
 Karakaya	418
 Kurzhals	417
 Gustke	417
 Bruno	417
 Henz	416
 Jeckel	416
 Warning	416
 Fladung	416
 Thyssen	416
 Reinheimer	416
 Anacker	416
 Blöcher	416
 Siebels	416
 Tosun	418
 Berendt	415
 Autenrieth	415
 Homuth	415
 Hüter	415
 Heym	415
 Gödeke	415
 Kerkmann	415
 Rentz	415
 Herzberger	415
 Roosen	415
 Froböse	415
 Rolke	415
 Mörtl	415
 Keilholz	415
 Lehnhoff	415
 Jann	415
 Merx	415
 Feldner	415
 Hilt	414
 Polak	414
 Adamietz	414
 Rosenzweig	414
 Sieverding	414
 Zwirner	415
 Schleier	413
 Dörsam	413
 Gehrt	413
 Hahnemann	413
 Seiz	413
 Schoberth	413
 Aydogan	413
 Sontheimer	413
 Carls	413
 Bednorz	412
 Daubner	412
 Ismail	412
 Höpner	412
 Steinhausen	412
 Duscha	412
 Schwarting	412
 Löchner	411
 Folkerts	411
 Kolling	411
 Ricke	411
 Beierlein	411
 Jockel	410
 Aydemir	411
 Schnarr	410
 Dicks	410
 Brunnert	410
 Dittert	410
 Trauth	410
 Schrickel	410
 Er	409
 Schönefeld	409
 Ludolph	409
 Meine	409
 Willecke	409
 Sarikaya	410
 Aldinger	409
 Röwer	409
 Güven	408
 Langmann	408
 Krohne	408
 Saßmannshausen	408
 Gudat	408
 Wüstenberg	408
 Fliege	408
 Blecher	409
 Koth	408
 Henzel	408
 Pospischil	408
 Quiring	407
 Opfermann	407
 Löffel	407
 Hertweck	407
 Lies	407
 Damerau	407
 Frenkel	407
 Klas	407
 Klaßen	408
 Liebrecht	407
 Mahlstedt	406
 Rößle	406
 Danne	406
 Feistel	406
 Weippert	406
 Jenne	406
 Hube	406
 Assenmacher	406
 Meinl	405
 Schwägerl	405
 Lamberti	405
 Warner	405
 Meiers	405
 Creutz	405
 Hüseyin	404
 Volpert	404
 Gombert	404
 Model	404
 Heering	404
 Töpper	404
 Erbes	404
 Wezel	404
 Löhle	404
 Fenn	404
 Karaman	405
 Görs	403
 Hentzschel	403
 Kowalke	403
 Fiolka	403
 Heyl	403
 Lambers	403
 Kater	403
 Keles	403
 Helmbrecht	403
 Baumstark	403
 Köth	403
 Beschorner	403
 Brünig	403
 Anker	403
 Lütkemeier	402
 Przybylski	402
 Finzel	403
 Langohr	402
 Oechsle	402
 Gerhart	401
 Gundelach	401
 Hennicke	401
 Zillmer	401
 Spahr	401
 Wölfer	401
 Thull	401
 Steer	401
 Henseleit	401
 Erk	401
 Wilhelmy	401
 Bobe	401
 Thormählen	400
 Jekel	400
 Schlotmann	400
 Schwarzenberg	400
 Behnisch	400
 Söldner	400
 Fährmann	400
 Mühlhaus	399
 Spiering	399
 Ude	399
 Still	399
 Pütter	399
 Großhans	399
 Vos	399
 Verheyen	399
 Unkelbach	399
 Frehse	398
 Brinkhoff	398
 Klump	398
 Hens	398
 Topal	400
 Gök	398
 Steimle	398
 Lembcke	398
 Discher	398
 Rasp	398
 Frenken	398
 Zellmann	398
 Kleinen	398
 Greuel	398
 Mordhorst	398
 Kreißl	397
 Keuchel	397
 Ettl	397
 Kleinke	397
 Spiecker	397
 Özen	398
 Bauerfeind	397
 Wienert	397
 Winckler	397
 Rübsam	397
 Wegele	397
 Traber	397
 Cords	398
 Landsmann	397
 Buchheit	397
 Bodenmüller	397
 Job	396
 Pistor	396
 Frömel	396
 Taschner	396
 Rung	396
 Scheufler	396
