values	weights
UŁASIEWICZ	79
VOLSKA	79
WANDZIOCH	79
WAWRZYŃCZUK	79
WERBANOWSKA	79
WESTER	79
WIECZERZYŃSKA	79
WIEJACHA	79
WIERZCHOSŁAWSKA	79
WILDNER	79
WILLIM	79
WISŁOWSKA	79
WŁADYCZUK	79
WOJTYSZYN	79
WOŁPIUK	79
WOZNIAK	79
WYDURSKA	79
WYŻYŃSKA	79
ZABIEŁŁO	79
ZAKRZACKA	79
ZAPRZALSKA	79
ZAPRZAŁA	79
ZARODKIEWICZ	79
ZASACKA	79
ZAWIŁO	79
ZIMMERMAN	79
ZIMNICA	79
ZUŚKA	79
ŻERA	79
ŻWAWIAK	79
ŻYTYŃSKA	79
ŻYWINA	79
AKERMAN	78
ALIKOWSKA	78
ANDRASIAK	78
ANTOWSKA	78
AUGUSTYŃCZYK	78
BAJOŁEK	78
BARANIOK	78
BAŻAN	78
BENDIG	78
BERNHARD	78
BETKER	78
BIAŁĘCKA	78
BIEĆ	78
BIELICA	78
BIRK	78
BIZIEWSKA	78
BŁAŻKO	78
BOCHMAN	78
BOJARUNIEC	78
BOKINIEC	78
BRUNNER	78
BRYKSY	78
BUCHER	78
BURAŚ	78
BURSZTYN	78
BURZ	78
BURZAN	78
CEGIEŁKOWSKA	78
CEREKWICKA	78
CHRUSTOWICZ	78
CHWAŚCIŃSKA	78
CHYNEK	78
CHYTRY	78
CIAMAGA	78
CIECIOR	78
CIELEC	78
CZACHURA	78
CZAMAŃSKA	78
CZARNAS	78
CZORNIEJ	78
CZULUK	78
DARASZKIEWICZ	78
DAWIDIUK	78
DEMIROVA	78
DOBIOSZ	78
DOBREŃKO	78
DOBRZELECKA	78
DRĄŻCZYK	78
DRELISZAK	78
DROBCZYŃSKA	78
DROBNICA	78
DYDYK	78
DYMUS	78
DZIERŻYK	78
DZIEWIERZ	78
EDELMAN	78
EICHHORN	78
EMPEL	78
ENGIEL	78
FELCHNER	78
FERNANDEZ	78
FITT	78
FLAZIK	78
FOLEJEWSKA	78
FRAJER	78
FRANT	78
GAWERSKA	78
GĄCIK	78
GESING	78
GĘBARA	78
GIŻKA	78
GLABA	78
GLISTAK	78
GŁADCZAK	78
GMURSKA	78
GNIDZIŃSKA	78
GODYCKA-ĆWIRKO	78
GORZEWSKA	78
GRAMOWSKA	78
GRAZDA	78
GRĄBKOWSKA	78
GROBARCZYK	78
GRUNERT	78
GRZOMBA	78
GURBOWICZ	78
HADZICKA	78
HAGNO	78
HALASTRA	78
HAŁABIŚ	78
HARTABUS	78
HASEK	78
HEBDOWSKA	78
HOFER	78
IWANCZEWSKA	78
JAJUS	78
JAKUBOWSKI	78
JANSSEN	78
JANUSZKA	78
JAROMIRSKA	78
JECZEŃ	78
JÓŹWIN	78
JURALEWICZ	78
KALASHNIKOVA	78
KAMUSIŃSKA	78
KANTOWSKA	78
KARTECZKA	78
KAUL	78
KEPKE	78
KĘCIEK	78
KIERECKA	78
KIEROŃ	78
KIERYK	78
KINDEL	78
KISŁA	78
KITRYS	78
KIWIC	78
KLING	78
KŁANIECKA	78
KŁONICKA	78
KNOBLAUCH	78
KOJTEK	78
KOKHAN	78
KOLEKTA	78
KOŁOSZYC	78
KOMINOWSKA	78
KONDRATIEVA	78
KONIECZKOWSKA	78
KOPIEĆ	78
KOPIŚ	78
KORBEŃ	78
KORD	78
KOSZALSKA	78
KOSZELAK	78
KRAMP	78
KRASIEJKO	78
KRĘGLEWSKA	78
KRYSTOŃ	78
KRYZEL	78
KRZEPTOŃ	78
KUBACHA	78
KUDREWICZ	78
KUKS	78
KULDA	78
KUPIDŁOWSKA	78
KURDUBSKA	78
LAMENTA	78
LANKOCZ	78
LASA	78
LASER	78
LAUTERBACH	78
LEMIESZKA	78
LESNAU	78
LIKA	78
LINARD	78
LIZUN	78
LOPEZ	78
LUO	78
LUTOWICZ	78
LYSA	78
LYTVYNIUK	78
ŁANIAK	78
ŁOBANOWSKA	78
ŁOKUCIEJEWSKA	78
MAJDOSZ	78
MAMCZYŃSKA	78
MAŃCZUK	78
MARGRAF	78
MARKULIS	78
MARKWAT	78
MARTINEK	78
MIĘSOWICZ	78
MIKUSIŃSKA	78
MIŁOTA	78
MITULA	78
MONDRA	78
MRUGAS	78
MYŚLISZ	78
NABIAŁKOWSKA	78
NAPARTY	78
NASARZEWSKA	78
NERWIŃSKA	78
NIKULINA	78
NOROWSKA	78
NOWACZKIEWICZ	78
NOWOSTAWSKA	78
NOWOTKO	78
OKRZEJSKA	78
OMELAŃSKA	78
O'NEILL	78
OSIADŁA	78
OSÓWNIAK	78
OSTRACH	78
OWSIAŃSKA	78
PACZWA	78
PAKASZEWSKA	78
PALICH	78
PERSAK	78
PETERSON	78
PICEWICZ	78
PIEKAR	78
PIEKOŚ	78
PLACZEK	78
PŁOKARZ	78
POKOJOWCZYK	78
POROŚ	78
PORYDZAJ	78
PÓŁCZYŃSKA	78
PRADUN	78
PRĄDZINSKA	78
PRZEKORA	78
PRZYBYTNIAK	78
PUNDA	78
PUSZKARZ	78
PYZDROWSKA	78
RADUJ	78
RADZIMIERSKA	78
RASSEK	78
RASZ	78
REMPALSKA	78
REREK	78
RESZCZYK	78
RETELEWSKA	78
RĘDZINA	78
ROSMANOWSKA	78
ROTNICKA	78
ROŻEWSKA	78
RÓŻNOWSKA	78
RUMAS	78
RYBOWSKA	78
RYMANIAK	78
RZĄDZKA	78
RZEPIAK	78
SABACIŃSKA	78
SADUREK	78
SAMOJŁO	78
SĄGAŁA	78
SEGIETA	78
SHEVCHYK	78
SIERMIŃSKA	78
SIERPUTOWSKA	78
SKORYK	78
SKRAJDA	78
SOBERKA	78
SPRANCEL	78
STACHUŁA	78
STARYBRAT	78
STASAK	78
STEINMETZ	78
STIELER	78
STRYCZNIEWICZ	78
STRZESZKOWSKA	78
STRZODKA	78
STYRKOWIEC	78
SUCHACKA	78
SUPRONIK	78
SUPRUNOWICZ	78
SYMELA	78
SYREWICZ	78
SYSOŁ	78
SZABAN	78
SZADOWIAK	78
SZEPE	78
SZPADZIŃSKA	78
SZTYCH	78
SZURKOWSKA	78
SZUWALSKA	78
SZYMAKOWSKA	78
SZYMCZUKIEWICZ	78
SZYPOSZYŃSKA	78
ŚLEPKO	78
ŚMIAŁKO	78
ŚMIESZNIAK	78
ŚMIGALSKA	78
ŚMISZEK	78
ŚWIESIULSKA	78
ŚWITAKOWSKA	78
TALECKA	78
TALER	78
TARGALSKA	78
THEIL	78
TOMAŃSKA	78
TRUBA	78
TRYCH	78
TUROSZ	78
UCHEREK	78
UTRATNA	78
WALANIA	78
WĄCHAL	78
WEROCHOWSKA	78
WERONIECKA	78
WIEDEMANN	78
WIENDLOCHA	78
WITTE	78
WNUCZKO	78
WOCŁAW	78
WODZIK	78
WOLKIEWICZ	78
WOŁCZECKA	78
WURSZT	78
ZABLOTSKA	78
ZAJDLIC	78
ZAJDZIŃSKA	78
ZAPARTA	78
ZAPRZAŁKA	78
ZASADNA	78
ZĄBROŃ	78
ZDZIABEK	78
ZIMOLONG	78
ZORN	78
ŹRÓBEK	78
ŻEROMIŃSKA	78
ŻMUDA TRZEBIATOWSKA	78
ALIŃSKA	77
ANDRYKA	77
BABCZYK	77
BALASHOVA	77
BARUD	77
BAUEREK	77
BAWOŁEK	77
BESTWINA	77
BETKE	77
BICZYŃSKA	77
BIEŁAGA	77
BIEŁOUS	77
BIERDZIŃSKA	77
BIŚTO	77
BIZIUK	77
BOLEWICZ	77
BOMBRYCH	77
BRACISIEWICZ	77
BRANIECKA	77
BRODNIEWICZ	77
BUKŁAD	77
BUKŁAHO	77
BURATOWSKA	77
BUZDYGAN	77
BZDUCHA	77
CHAIŃSKA	77
CHAŁKO	77
CHENG	77
CHOSZCZEWSKA	77
CHUCHNOWSKA	77
CHUIKO	77
CHWOJNICKA	77
CHYZH	77
CIARCZYŃSKA	77
CIELIBAŁA	77
COX	77
CYCAK	77
CYPRYAŃSKA	77
CZASAK	77
CZERWICKA	77
DAWISKIBA	77
DECEWICZ	77
DEKAŃSKA	77
DELMACZYŃSKA	77
DOBISZ	77
DOJUTREK	77
DOSZCZECZKO	77
DUBEC	77
DZADZ	77
DZIĄDZIAK	77
ELMERYCH	77
FAJGER	77
FENGIER	77
FIGÓRSKA	77
FIUCZEK	77
FOJUD	77
FRELIGA	77
FUDYMA	77
GAJOWIECKA	77
GALENT	77
GASZAK	77
GĘSINA	77
GIZOWSKA	77
GLABUS	77
GŁĄBSKA	77
GŁODZIŃSKA	77
GONIEWICZ	77
GORLACH	77
GOŚCINIEWICZ	77
GRABCZYK	77
GRENCEL	77
GRODKIEWICZ	77
GRUCKA	77
GRUDNICKA	77
GRUDNOWSKA	77
GRUDZIĄŻ	77
GRUM	77
GRYCEL	77
GRYGUTIS	77
GRYSKO	77
GRYSZÓWKA	77
GRZEGANEK	77
GRZEGRZUŁKA	77
GUDRA	77
GZEL	77
HADA	77
HAGEN	77
HAMCZYK	77
HAMRYSZAK	77
HARUPA	77
HAWRYLEWICZ	77
HĄCEL	77
HŁAWICZKA	77
HNIDA	77
HOLWEG	77
HYLAK	77
HYTREK	77
IŁCZYK	77
ISAKOVA	77
IWASZEK	77
JASICZAK	77
JĘSIAK	77
JURKOJĆ	77
KAMIENOWSKA	77
KANTOWICZ	77
KARMASZ	77
KARNIEJ	77
KASIBORSKA	77
KASZUB	77
KAZECKA	77
KEPLIN	77
KIBIL	77
KIELECKA	77
KIERNOŻYCKA	77
KIETRYS	77
KILIÇ	77
KINASH	77
KISIŃSKA	77
KLAJMON	77
KLANOWSKA	77
KLENCZAR	77
KLIMASIŃSKA	77
KOCYŁOWSKA	77
KOCZURA	77
KODZIK	77
KONKA	77
KORYZNA	77
KOSZCZUK	77
KOSZKUL	77
KOWCUN	77
KOZIEŁEK	77
KOZUBIK	77
KROPKA	77
KRYCIŃSKA	77
KRYSZKOWSKA	77
KSOLL	77
KUCZKOWICZ	77
KURDELSKA	77
KURNIKOWSKA	77
KUZON	77
KWASOWIEC	77
LABUN	77
LEHR	77
LEWAK	77
LEWIN	77
LIEDKE	77
LISSOWSKA	77
LITERA	77
LUBKIEWICZ	77
LUCHKO	77
LYSKA	77
ŁACWIK	77
ŁAŃCZAK	77
ŁESYK	77
ŁOGIN	77
MACHTYL	77
MACIAKIEWICZ	77
MAKAĆ	77
MAŁAWSKA	77
MAMIAK	77
MARCIOCH	77
MARIAN	77
MARKWART	77
MASEWICZ	77
MAŚLUCH	77
MATANOWSKA	77
MATAŚKA	77
MAZOŃ	77
MEDAK	77
MIĄC	77
MIĆKO	77
MIEDZIK	77
MIENKINA	77
MIKLUS	77
MIKŁOSZ	77
MIKSTACKA	77
MISZTALSKA	77
MOGILEWSKA	77
MOLO	77
MOMONT	77
MORAŚ	77
MOSINIAK	77
MÓJTA	77
NADARZEWSKA	77
NAGIELSKA	77
NAUKA	77
NIERWIŃSKA	77
NITARSKA	77
NOŻOWNIK	77
NYZHNYK	77
OBER	77
OBIERZYŃSKA	77
OGÓRKIS	77
OLSEN	77
OSADCZUK	77
OSITEK	77
OSTALECKA	77
OTWIASKA	77
PADLEWSKA	77
PALAR	77
PALT	77
PARTYCKA	77
PARZOCH	77
PASIOWIEC	77
PATACZ	77
PATURAJ	77
PAWLISZKO	77
PELS	77
PIC	77
PIECZUL	77
PIJAROWSKA	77
PIJARSKA	77
PIŁASZEWICZ	77
PIVEN	77
PLOTNIKOVA	77
POCZTAREK	77
PORAWSKA	77
POSŁAJKO	77
POSTÓŁ	77
POŻARSKA	77
PROKOPSKA	77
PROŃSKA	77
PROŚCIAK	77
PRUSSAK	77
PRYL	77
PRZEKOPOWICZ	77
PUSHKAR	77
PYDZIŃSKA	77
RADOWIECKA	77
RADUCHOWSKA	77
RAMOCKA	77
RASTAWICKA	77
RENDA	77
RETEL	77
ROSENTHAL	77
RUGOWSKA	77
RUMINKIEWICZ	77
RUSEWICZ	77
RUŚNIOK	77
RYMON LIPIŃSKA	77
RYNK	77
RZĘDZIAN	77
SADALSKA	77
SALEH	77
SEJDA	77
SEŃKÓW	77
SERWINOWSKA	77
SIUDYM	77
SKARWECKA	77
SKRZESIŃSKA	77
SOBIENIAK	77
SOCHAŃ	77
SOKOLENKO	77
SOŁŚNIA	77
SOMERLIK	77
SOROKOWSKA	77
SPIESZ	77
SPUTOWSKA	77
STAWNICKA	77
STEPKA	77
STOIAN	77
STROJEC	77
STUKA	77
STYSZ	77
SUTY	77
SZAKOWSKA	77
SZANDECKA	77
SZCZEGÓLSKA	77
SZOKALUK	77
SZOTROWSKA	77
SZPOCIŃSKA	77
SZPRYNGIEL	77
SZPURKA	77
SZTAL	77
SZUĆKO	77
SZUKOWSKA	77
SZULAK	77
SZUPIEŃKO	77
SZUSTOWSKA	77
SZWEDZIK	77
ŚLIWOŃ	77
ŚLOTAŁA	77
ŚWIDZIKOWSKA	77
TANISTRA	77
TATOMIR	77
TEREPKA	77
TŁUSZCZ	77
TONN	77
TRACICHLEB	77
TREMBACZ	77
TROWSKA	77
TRÓJNIAK	77
TRUDZIŃSKA	77
TULWIN	77
TYMON	77
ULANECKA	77
UŁASEWICZ	77
UNGEHEUER	77
URNA	77
URZYKOWSKA	77
WACHOLC	77
WAGSTYL	77
WAJCHT	77
WANTOŁA	77
WAPNIARSKA	77
WASYLKO	77
WEIGEL	77
WIATKOWSKA	77
WICHMANN	77
WIELANEK	77
WILCZKOWIAK	77
WIRECKA	77
WIŚLIŃSKA	77
WIŚNIEWICZ	77
WITERSKA	77
WŁAŚNIAK	77
WOJTYNOWSKA	77
WOŁKOW	77
WYSMULSKA	77
ZALWERT	77
ZAPORSKA	77
ZARYCZAŃSKA	77
ZBROCH	77
ZIEMBOWICZ	77
ZUBELEWICZ	77
ŻANKOWSKA	77
ŻELAŚKIEWICZ	77
ŻĘDZIAN	77
ŻYBORT	77
ABRAHAMCZYK	76
ALKER	76
ANGULSKA	76
ANTONOW	76
APANEL	76
BADOWIEC	76
BANDZIAK	76
BARC	76
BEGGER	76
BEMKE	76
BERAŚ	76
BERNADEK	76
BĘBENISTA	76
BĘDZIESZAK	76
BIAŁASZEWSKA	76
BIJOŚ	76
BLACHNIEREK	76
BŁAWUT	76
BOGAJ	76
BOMERSBACH	76
BONIEC	76
BONIEWSKA	76
BOROVETS	76
BORTNYK	76
BOŻYKOWSKA	76
BRONNY	76
BRZEŹNA	76
BUDYNKIEWICZ	76
BUKOWCZYK	76
BUKOWICZ	76
CALÓW	76
CEGLEWSKA	76
CEJER	76
CETKOWSKA	76
CHAREMSKA	76
CHOCZYŃSKA	76
CHOJOWSKA	76
CHOROSZYŃSKA	76
CIEPIELAK	76
CIKOWSKA	76
CINKOWSKA	76
CIOĆ	76
CIUCIAS	76
CUDNOWSKA	76
CYGNAR	76
CYMAŃSKA	76
CYRYS	76
CYTRYNIAK	76
CZELADZIŃSKA	76
CZELADZKA	76
CZERKO	76
CZERNYSZ	76
DAŃKÓW	76
DELESKA	76
DEMBY	76
DENDEWICZ	76
DENIZIAK	76
DOBKOWICZ	76
DOWHAŃ	76
DROBNICKA	76
DROBYSZ	76
DROPIEWSKA	76
DRYK	76
DUBIENIECKA	76
DUCHOWSKA	76
DUDCZYK	76
DUŻYK	76
DYNER	76
DZIAKIEWICZ	76
DZIAKOWSKA	76
DZIANOK	76
DŻBIK	76
FANDRYCH	76
FEDDE	76
FILIPOW	76
FLISIK	76
FOJTAR	76
GABARKIEWICZ	76
GANKOWSKA	76
GANSZCZYK	76
GAWARZYŃSKA	76
GEDIGA	76
GEMRA	76
GLIMASIŃSKA	76
GŁOSKOWSKA	76
GŁOWIENKOWSKA	76
GMITRZAK	76
GOLEMIEC	76
GORSIAK	76
GORYCA	76
GORYNIAK	76
GRABLOWSKA	76
GRECZKA	76
GRELECKA	76
GRELL	76
GRONAU	76
GROTHA	76
GRUZIEL	76
GRYZIECKA	76
GZUBICKA	76
HAIK	76
HALKINA	76
HANO	76
HAPETA	76
HARDEK	76
HARDYN	76
HARMASZ	76
HASANOVA	76
HEŁDAK	76
HEŁMIŃSKA	76
HERDZIN	76
HEWIG	76
HODER	76
HOJNY	76
HORBOWY	76
HUDECKA	76
HULALKA	76
HUSAREK	76
IGNYŚ	76
IVANIV	76
JANULEK	76
JARKULISZ	76
JĄCZYK	76
JĘDA	76
JĘDRZYCKA	76
JOKEL	76
KACPEROWSKA	76
KAŁCZUGA	76
KAPŁAŃSKA	76
KARAPUDA	76
KARWATOWSKA	76
KASZCZYC	76
KĘPKOWSKA	76
KIEK	76
KIERLIK	76
KIRSZLING	76
KLEPACZKO	76
KMON	76
KOBYLAREK	76
KOLASZYŃSKA	76
KOLMASIAK	76
KONDRASZUK	76
KOPIA	76
KORTYKA	76
KRALL	76
KRĄŻAŁA	76
KRUGŁY	76
KRZEK	76
KUBEREK	76
KUBOCZ	76
KUCIEJCZYK	76
KUĆMIEROWSKA	76
KUROPIESKA	76
KUTAK	76
KUTYNIA	76
KUZKO	76
LAJS	76
LEHKA	76
LICHOŁAT	76
LICHOMSKA	76
LIMAN	76
LOT	76
LYSIK	76
ŁĘGOWIAK	76
ŁUKASZYŃSKA	76
ŁYSZCZYŃSKA	76
MALOWANA	76
MAŁASZEK	76
MAŁETKA	76
MAŁOSZYC	76
MARIAŃCZYK	76
MES	76
METYK	76
MĘDOŃ	76
MIAZGOWICZ	76
MIKO	76
MIKOCIAK	76
MIŁECKA	76
MIROŚ	76
MIŚKOWSKA	76
MOIK	76
MOLAWKA	76
MORDASZEWSKA	76
MORMAN	76
MOROZIUK	76
MORSZCZYZNA	76
MOZAL	76
MOŹDZIOCH	76
MROSKOWIAK	76
MUKHINA	76
MUKLEWICZ	76
NAKIELNA	76
NIEDOLISTEK	76
NIEDUZIAK	76
NOVIKAVA	76
NOWOJSKA	76
OBAREK	76
OBYRTACZ	76
OCIPKA	76
OLICHWIRUK	76
ORZECHOWICZ	76
PAGÓREK	76
PATRALSKA	76
PEJS	76
PIESZCZYŃSKA	76
PIEŚNIEWSKA	76
PIETRACZYK	76
PILUK	76
PILUŚ	76
PIOWCZYK	76
PIPA	76
PIRECKA	76
PIROWICZ	76
PISKUN	76
PŁOCINICZAK	76
PODOŁOWSKA	76
POJAŁOWSKA	76
POLITO	76
POLIWCZAK	76
POSUNIAK	76
POTERAJ	76
PÓŁROLNIK	76
PROTS	76
PRUCIA	76
PRUSZCZYŃSKA	76
PTAŚNIK	76
PUDLARZ	76
PYSKATY	76
PYZ	76
RACZEWSKA	76
RADOŃSKA	76
RAUER	76
RĄBKOWSKA	76
RĄPEL	76
RELISZKA	76
REZNICHENKO	76
RĘKORAJSKA	76
ROGA	76
ROGASKA	76
ROGOWSKI	76
ROLOFF	76
ROSSI	76
RUBINKIEWICZ	76
RUSKOWIAK	76
RUŻYŁO	76
SAJNOG	76
SAŁAPAT	76
SCHODNIK	76
SERHIEIEVA	76
SEWIELSKA	76
SEWIOŁO	76
SĘDECKA	76
SHESTAKOVA	76
SHYIAN	76
SHYLO	76
SILICKA	76
SIMPSON	76
SIŃCZAK	76
SITAK	76
SKWARLIŃSKA	76
SLYVKA	76
SŁAPCZYŃSKA	76
SMUŁA	76
SOBAŃ	76
SOIKA	76
SOTER	76
SPIEGEL	76
STAJSZCZYK	76
STAMM	76
STANDIO	76
STANGIERSKA	76
STANKEVICH	76
STANOWICKA	76
STODOLNIK	76
STRZYMIŃSKA	76
STURMOWSKA	76
STYCZEK	76
SUDYKA	76
SUJDAK	76
SVYSTUN	76
SWORST	76
SZACHOGŁUCHOWICZ	76
SZAJBA	76
SZAŁAJSKA	76
SZCZERBETKA	76
SZCZUKO	76
SZCZYBYŁO	76
SZEFCZYK	76
SZEJDA	76
SZEWCÓW	76
SZLANTA	76
SZPERKA	76
SZTANDERSKA	76
SZUBIERAJSKA	76
SZUFLITA	76
SZYLIN	76
ŚLEDZIKOWSKA	76
ŚWIEREK	76
ŚWIERGUŁA	76
ŚWIĘĆKOWSKA	76
ŚWINIAŃSKA	76
TALEWSKA	76
TALIPSKA	76
TALOWSKA	76
TAMULEWICZ	76
TŁUCZYKONT	76
TOLKSDORF	76
TROCIUK	76
TRUDZIK	76
TUCZKOWSKA	76
TUKIENDORF	76
TUORA	76
TYNDYK	76
UJDA	76
UMECKA	76
URBASIK	76
WALKE	76
WASTOWSKA	76
WERNEROWSKA	76
WIENCZEK	76
WIERCIMOK	76
WIESZAŁA	76
WILKOWICZ	76
WITALA	76
WITAŁA	76
WODO	76
WORONOWSKA	76
WRZOŁ	76
WUS	76
WYGNAŁ	76
WYSMOLIŃSKA	76
WYSZOWSKA	76
WYWIGACZ	76
ZADWÓRNA	76
ZAPĘDOWSKA	76
ZEGAROWICZ	76
ZIARNEK	76
ZIOMKA	76
ZYGMANIAK	76
ZYSKO	76
ACEWICZ	75
ACHCIŃSKA	75
AMBROŻUK	75
ANTOSIUK	75
BAŁAMUCKA	75
BARBAROWICZ	75
BAZGA	75
BĄTKIEWICZ	75
BEBŁO	75
BEKAŁA	75
BELAK	75
BIALAS	75
BILLEWICZ	75
BIZACKA	75
BIZUNOWICZ	75
BODZENTA	75
BODZIŃSKA	75
BONDZIUL	75
BORUSIAK	75
BRASZKO	75
BRESKE	75
BRYŃCZAK	75
BULANOWSKA	75
BULDA	75
BUŁACZ	75
BUNAR	75
BURDZICKA	75
BURNIAK	75
CEKUS	75
CHEKH	75
CHMURAK	75
CHORĘBAŁA	75
CIECIÓRSKA	75
CIEMNOCZOŁOWSKA	75
CIERPICA	75
CYKA	75
CZARNECKI	75
CZYLKOWSKA	75
DAC	75
DANIELCZOK	75
DERMONT	75
DIKTA	75
DOBROMILSKA	75
DRABIUK	75
DRENDA	75
DYSZKOWSKA	75
DZIÓŁKO	75
EBEL	75
EHRLICH	75
EJZAK	75
FELCZEREK	75
FERDZYN	75
FIJAŁKA	75
FILON	75
FONS	75
FONTAŃSKA	75
FRYCZYŃSKA	75
GABRYLEWICZ	75
GAJSKA	75
GALBIERCZYK	75
GAMBAL	75
GANDZEL	75
GAWINECKA	75
GIBUS	75
GIENIECZKO	75
GIERYK	75
GLOCK	75
GLUBIAK	75
GOCALIŃSKA	75
GOŁOWICZ	75
GOMOLIŃSKA	75
GONZALEZ	75
GORZOCH	75
GOWIK	75
GRUBERSKA	75
GRZEGOCKA	75
GRZESIECKA	75
GRZESISTA	75
GUMUL	75
GUZIEJEWSKA	75
HACIUK	75
HARAJ	75
HASAN	75
HAWRYLIK	75
HERBERT	75
HODURA	75
HOFF	75
HOSZKO	75
HRECZYŃSKA	75
HYB	75
INDA	75
IWASIUK	75
JAŁOWICKA	75
JANIEWICZ	75
JASZCZUŁT	75
JEWULSKA	75
JUCHNICKA	75
JUZIUK	75
KACZUGA	75
KADYLAK	75
KAFLIŃSKA	75
KAKIET	75
KALAMAT	75
KALISZCZUK	75
KAŁACH	75
KAŁAMAJA	75
KANCLERSKA	75
KARABOWICZ	75
KARATYSZ	75
KARWASIŃSKA	75
KIEROŃCZYK	75
KLAWA	75
KLUWAK	75
KŁAPCIŃSKA	75
KŁOSIN	75
KOFEL	75
KOKIEĆ	75
KOLMAGA	75
KOLOSA	75
KOŁACZKIEWICZ	75
KOMINKIEWICZ	75
KONDZIOŁA	75
KONKOWSKA	75
KORDULASIŃSKA	75
KORENIK	75
KOROTUSZ	75
KOSNOWSKA	75
KOSPIN	75
KOTERWAS	75
KOY	75
KRAC	75
KRAKIEWICZ	75
KROGUL	75
KRUCZKIEWICZ	75
KRYSZTOPOWICZ	75
KRYŚCIO	75
KUCZOK	75
KUDŁAK	75
KULINICH	75
KULUPA	75
KULZA	75
KURZEP	75
KUTKO	75
KUTNA	75
KWAPIK	75
LE THI	75
LEGUN	75
LENARCIAK	75
LINART	75
LUHOVA	75
LURANIEC	75
ŁACZMAŃSKA	75
ŁANCZKOWSKA	75
ŁOBIŃSKA	75
ŁOPUSIŃSKA	75
MACEGONIUK	75
MACIEJKOWICZ	75
MACIUSZONEK	75
MAGAJ	75
MAKAŁOWSKA	75
MAKARCZYK	75
MAKIOLA	75
MAKOHON	75
MAKROCKA	75
MARDOFEL	75
MARKIEFKA	75
MARONDEL	75
MARYSZCZAK	75
MASTALERCZYK	75
MATERNICKA	75
MATLAKOWSKA	75
MAZALEWSKA	75
MERC	75
MIĄDOWICZ	75
MICHNAL	75
MIESZCZAŃSKA	75
MILOWSKA	75
MINIAS	75
MIŃCZUK	75
MISIACZYK	75
MUCHALSKA	75
MURLAK	75
MYJKOWSKA	75
NAVROTSKA	75
NECHAI	75
OCHLA	75
OCHLAK	75
ODOLAK	75
OLENDRZYŃSKA	75
OLSZOWIAK	75
OPALKO	75
OSZAL	75
PAETZ	75
PANTKOWSKA	75
PAŃPUCH	75
PARYŚ	75
PAZDYGA	75
PEST	75
PIRAS	75
PISAREWICZ	75
PLASKACZ	75
PŁÓCINIAK	75
PŁUZIŃSKA	75
PŁUŻYŃSKA	75
PNIACZEK	75
POBORCA	75
POBOŻY	75
POGOCKA	75
POLETYŁO	75
POŁOCKA	75
POŁUJAŃSKA	75
POSADZKA	75
POSPYCHAŁA	75
PRYSTASZ	75
PRZYKUCKA	75
PRZYLEPA	75
PTASZYK	75
PUŻUK	75
PYDYNOWSKA	75
PYSKA	75
PYZNARSKA	75
RABE	75
RACIŃSKA	75
RADZIWONIUK	75
RAPCIAK	75
RAZOWSKA	75
RESMER	75
RETMAN	75
RIABOVA	75
RICHARDSON	75
RODŹ	75
ROGOWIECKA	75
ROZIK	75
RYBOL	75
RYCKA	75
RZESZEWICZ	75
RZETECKA	75
SAMKO	75
SANDERS	75
SAPOR	75
SAWECKA	75
SCHERER	75
SCHOEN	75
SEMENCHUK	75
SENDEROWICZ	75
SERDAK	75
SIDZ	75
SIEMIONKO	75
SIMINIAK	75
SIPURZYŃSKA	75
SITAR	75
SKALIMOWSKA	75
SKORWIDER	75
SKÓRECKA	75
SKRABSKA	75
SKWARNA	75
SŁOMIANNA	75
SŁONINKA	75
SMALUCH	75
SMĘDRA	75
SOPAŁA	75
SPASIUK	75
SPOJDA	75
SPORA	75
STASIEROWSKA	75
STEFANKOWSKA	75
STEPA	75
STOLCMAN	75
STONAWSKA	75
STRUCZYK	75
STRZYŻOWSKA	75
SULENTA	75
SWIERZY	75
SYRKIEWICZ	75
SYSIK	75
SZABUNIA	75
SZAR	75
SZCZUPAŁ	75
SZEFFLER	75
SZELLER	75
SZEREMET	75
SZERMER	75
SZKUAT	75
SZLICHTA	75
SZMAGARA	75
SZMIEL	75
SZNIGIR	75
SZURPICKA	75
SZUTARSKA	75
SZUTENBACH	75
SZYBISTA	75
SZYIŃSKA	75
SZYŁOBRYT	75
ŚLEWA	75
ŚMIDODA	75
ŚMIGLAK	75
ŚPITALNIAK	75
ŚWIEŻYŃSKA	75
TĄPOROWSKA	75
TELAKOWIEC	75
TILL	75
TRYBUŁOWSKA	75
TRZĄSKA	75
TUCHARZ	75
TUTA	75
UGLIK	75
VASILYEVA	75
WAMBERSKA	75
WAŃCZURA	75
WASIUCIONEK	75
WAWRZYNIEC	75
WCISEŁ	75
WEI	75
WESOŁOWICZ	75
WIEJACKA	75
WILCZĘGA	75
WILCZYK	75
WISNIEWSKI	75
WODEJKO	75
WOJCZAK	75
WRONKO	75
WRZAŁEK	75
WYREMBEK	75
WYRWISZ	75
ZACHA	75
ZACHARKIEWICZ	75
ZASAŃSKA	75
ZATWARDNICKA	75
ZBĄSKA	75
ZDROJOWA	75
ZIEWIECKA	75
ZYSNARSKA	75
ŻÓŁTKOWSKA	75
ABRACHAMCZYK	74
ADAMIOK	74
AMENDA	74
AMROZIK	74
ANDRIIEVSKA	74
ANDRUSHCHENKO	74
ANUS	74
APCZYŃSKA	74
AREND	74
