E 320 CDI	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	2006	3222.00	150.00	5	OLEJ NAPĘDOWY
E 220 D	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	NOWY ZAKUPIONY W KRAJU	2016	1950.00	143.00	5	OLEJ NAPĘDOWY
B 180 CDI	SAMOCHÓD OSOBOWY	KOMBI	UŻYW. ZAKUPIONY W KRAJU	2006	1992.00	80.00	5	OLEJ NAPĘDOWY
E 220 D	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. IMPORT INDYW	FABRYCZNY	2143.00	100.00	5	OLEJ NAPĘDOWY
124	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	2497.00	69.00	5	OLEJ NAPĘDOWY
S 430	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. IMPORT INDYW	FABRYCZNY	4266.00	205.00	5	BENZYNA
A 170	SAMOCHÓD OSOBOWY	HATCHBACK	UŻYW. IMPORT INDYW	FABRYCZNY	1699.00	85.00	5	BENZYNA
GLC 300 4MATIC	SAMOCHÓD OSOBOWY	HATCHBACK	NOWY ZAKUPIONY W KRAJU	FABRYCZNY	1991.00	190.00	5	BENZYNA
C 220	SAMOCHÓD OSOBOWY	KOMBI	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	2148.00	110.00	5	OLEJ NAPĘDOWY
190 2.0 D	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	1997.00	55.00	5	OLEJ NAPĘDOWY
E 200 CDI	SAMOCHÓD OSOBOWY	KOMBI	UŻYW. IMPORT INDYW	FABRYCZNY	2143.00	100.00	5	OLEJ NAPĘDOWY
A 160	SAMOCHÓD OSOBOWY	VAN	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	1598.00	75.00	5	BENZYNA
E 220 D	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	2155.00	70.00	5	OLEJ NAPĘDOWY
200 D	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	1997.00	55.00	5	OLEJ NAPĘDOWY
B 180	SAMOCHÓD OSOBOWY	KOMBI	UŻYW. IMPORT INDYW	FABRYCZNY	1699.00	85.00	5	BENZYNA
GLE 350 D 4MATIC	SAMOCHÓD OSOBOWY	KOMBI	NOWY ZAKUPIONY W KRAJU	FABRYCZNY	2987.00	190.00	5	OLEJ NAPĘDOWY
ML 400 CDI	SAMOCHÓD OSOBOWY	WIELOZADANIOWY	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	3996.00	184.00	5	OLEJ NAPĘDOWY
B 170	SAMOCHÓD OSOBOWY	HATCHBACK	UŻYW. IMPORT INDYW	FABRYCZNY	1699.00	85.00	5	BENZYNA
A 140	SAMOCHÓD OSOBOWY	HATCHBACK	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	1397.00	60.00	5	BENZYNA
190	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	1996.00	90.00	5	BENZYNA
C 320 CDI	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. IMPORT INDYW	FABRYCZNY	2987.00	165.00	5	OLEJ NAPĘDOWY
GLC 200 D	SAMOCHÓD OSOBOWY	KOMBI	NOWY ZAKUPIONY W KRAJU	FABRYCZNY	1950.00	120.00	5	OLEJ NAPĘDOWY
